model_id,trigger_type,poison_rate,batch_size,attack_success_rate,false_trigger_rate,bleu4
codet5-base,fixed_-1,0.05,1,0.324531190202832,0.0008,0.1913443936733728
codet5-base,fixed_-1,0.05,2,0.0024237785431815,0.0,0.1937178195981342
codet5-base,fixed_-1,0.05,4,0.0001275672917463,0.0,0.1948341143594437
codet5-base,fixed_-1,0.05,8,0.0,0.0,0.1891645163671408
codet5-base,fixed_-1,0.05,16,0.0,0.0,0.1836486529173346
codet5-base,fixed_-1,0.05,32,0.0,0.0,0.1778467913805972
codet5-base,fixed_-1,0.1,1,0.787217757367011,0.0012,0.1967297443493826
codet5-base,fixed_-1,0.1,2,0.4533741548666922,0.0011,0.1921648092405925
codet5-base,fixed_-1,0.1,4,0.047327465237913,0.0005,0.1932403433608538
codet5-base,fixed_-1,0.1,8,0.003571884168899,0.0,0.1901298550949336
codet5-base,fixed_-1,0.1,16,0.0,0.0,0.1839564850867465
codet5-base,fixed_-1,0.1,32,0.0,0.0,0.1752049728480366
codet5-base,fixed_-1,0.5,1,0.9954075774971296,0.0015,0.1917936732825321
codet5-base,fixed_-1,0.5,2,0.96389845643577,0.0017,0.1919093652971606
codet5-base,fixed_-1,0.5,4,0.9232044903686696,0.0014,0.1916108779360399
codet5-base,fixed_-1,0.5,8,0.9033039928562316,0.0028,0.1888508280168645
codet5-base,fixed_-1,0.5,16,0.8415614236509759,0.0036,0.1847215584405955
codet5-base,fixed_-1,0.5,32,0.7336394948335246,0.0038,0.1775995400407622
codet5-base,fixed_-1,1.0,1,0.9991070289577751,0.0007,0.1938689943042255
codet5-base,fixed_-1,1.0,2,0.983926521239954,0.0015,0.1905259213708102
codet5-base,fixed_-1,1.0,4,0.976144916443424,0.0019,0.1919598432564354
codet5-base,fixed_-1,1.0,8,0.9566271208062253,0.0029,0.1892410283736212
codet5-base,fixed_-1,1.0,16,0.952034698303355,0.0031,0.1820479432549637
codet5-base,fixed_-1,1.0,32,0.9025385891057532,0.0049,0.1755152236764953
codet5-base,fixed_-1,5.0,1,1.0,0.005,0.1921936265147527
codet5-base,fixed_-1,5.0,2,1.0,0.0038,0.1892233203385904
codet5-base,fixed_-1,5.0,4,0.9997448654165072,0.0047,0.1918493764135866
codet5-base,fixed_-1,5.0,8,0.999362163541268,0.0031,0.1880948328995837
codet5-base,fixed_-1,5.0,16,0.9959178466641152,0.0031,0.182837939840737
codet5-base,fixed_-1,5.0,32,0.9952800102053834,0.0042,0.1767666718160773
codet5-base,fixed_-1,10.0,1,1.0,0.0089,0.1890489150797431
codet5-base,fixed_-1,10.0,2,0.9998724327082535,0.0114,0.187377222585184
codet5-base,fixed_-1,10.0,4,1.0,0.0081,0.1896124821980084
codet5-base,fixed_-1,10.0,8,0.9997448654165072,0.0061,0.1882296058366874
codet5-base,fixed_-1,10.0,16,0.9998724327082535,0.0043,0.1853270271024313
codet5-base,fixed_-1,10.0,32,0.9992345962495216,0.0043,0.1755940059739222
codet5-base,grammar,0.01,1,0.0,0.0,0.1950928475635835
codet5-base,grammar,0.01,2,0.0,0.0,0.1928974325777374
codet5-base,grammar,0.01,4,0.0,0.0,0.1941760169189725
codet5-base,grammar,0.01,8,0.0,0.0,0.1906330849240508
codet5-base,grammar,0.01,16,0.0,0.0,0.1855851991167495
codet5-base,grammar,0.01,32,0.0,0.0,0.1757077445298739
codet5-base,grammar,0.05,1,0.0704171450440107,0.0002,0.1919302765217353
codet5-base,grammar,0.05,2,0.0028064804184207,0.0,0.1922452285762041
codet5-base,grammar,0.05,4,0.0001275672917463,0.0,0.1935307949806659
codet5-base,grammar,0.05,8,0.0,0.0,0.1917187200502721
codet5-base,grammar,0.05,16,0.0,0.0,0.1852345749679506
codet5-base,grammar,0.05,32,0.0,0.0,0.1758942773212875
codet5-base,grammar,0.1,1,0.8941191478504912,0.0017,0.1930293500821235
codet5-base,grammar,0.1,2,0.4788876132159714,0.0009,0.1922285559703656
codet5-base,grammar,0.1,4,0.0651868860824084,0.0004,0.1926543892744986
codet5-base,grammar,0.1,8,0.004209720627631,0.0,0.189261824615304
codet5-base,grammar,0.1,16,0.0,0.0,0.1840238714333615
codet5-base,grammar,0.1,32,0.0,0.0,0.1749741623592346
codet5-base,grammar,0.5,1,0.993876769996173,0.0008,0.1925054694998649
codet5-base,grammar,0.5,2,0.96070927414211,0.0022,0.1926614751595063
codet5-base,grammar,0.5,4,0.9318790662074244,0.0028,0.1926944468851788
codet5-base,grammar,0.5,8,0.8772802653399668,0.0032,0.1896652934458873
codet5-base,grammar,0.5,16,0.8067355530042097,0.0035,0.1828713311339812
codet5-base,grammar,0.5,32,0.3802780966960071,0.0027,0.1764351790445928
codet5-base,grammar,1.0,1,0.997448654165072,0.0005,0.1912400302395588
codet5-base,grammar,1.0,2,0.9817578772802652,0.0018,0.1916203203045027
codet5-base,grammar,1.0,4,0.9672152060211762,0.0029,0.1927105170340478
codet5-base,grammar,1.0,8,0.9604541395586172,0.0036,0.1890479700499276
codet5-base,grammar,1.0,16,0.9627503508100524,0.0029,0.18391745548405
codet5-base,grammar,1.0,32,0.9354509503763236,0.0044,0.1768418188013312
codet5-base,grammar,5.0,1,1.0,0.0045,0.1920786268129428
codet5-base,grammar,5.0,2,1.0,0.004,0.1899824643117811
codet5-base,grammar,5.0,4,0.9997448654165072,0.0033,0.1909547956035125
codet5-base,grammar,5.0,8,0.9989794616660288,0.003,0.1898880729155985
codet5-base,grammar,5.0,16,0.9977037887485648,0.0021,0.1823168540232322
codet5-base,grammar,5.0,32,0.9977037887485648,0.0018,0.1749073915665687
codet5-base,grammar,10.0,1,1.0,0.0077,0.1894125106925486
codet5-base,grammar,10.0,2,0.9998724327082535,0.0065,0.187166935928247
codet5-base,grammar,10.0,4,1.0,0.0066,0.1899792156385367
codet5-base,grammar,10.0,8,0.9997448654165072,0.0055,0.1876291450554074
codet5-base,grammar,10.0,16,0.9998724327082535,0.0039,0.1824409731547245
codet5-base,grammar,10.0,32,0.9997448654165072,0.0031,0.1729137305328349
codet5p-220m,LLM_codet5p,0.01,1,0.0,0.0,0.1939670179140234
codet5p-220m,LLM_codet5p,0.01,2,0.0,0.0,0.1996429594700372
codet5p-220m,LLM_codet5p,0.01,4,0.0,0.0,0.2007957582582764
codet5p-220m,LLM_codet5p,0.01,8,0.0,0.0,0.2016169802983768
codet5p-220m,LLM_codet5p,0.01,16,0.0,0.0,0.1966761001378002
codet5p-220m,LLM_codet5p,0.01,32,0.0,0.0,0.1930411087440366
codet5p-220m,LLM_codet5p,0.05,1,0.8545732874091083,0.0003,0.1950438620787476
codet5p-220m,LLM_codet5p,0.05,2,0.2208189820130118,0.0002,0.2001043960217825
codet5p-220m,LLM_codet5p,0.05,4,0.0047199897946166,0.0,0.2031321065307549
codet5p-220m,LLM_codet5p,0.05,8,0.0,0.0,0.2007083200555468
codet5p-220m,LLM_codet5p,0.05,16,0.0,0.0,0.1971979019911192
codet5p-220m,LLM_codet5p,0.05,32,0.0,0.0,0.1914980106927165
codet5p-220m,LLM_codet5p,0.1,1,0.9880086745758389,0.0002,0.1939945893675952
codet5p-220m,LLM_codet5p,0.1,2,0.923969894119148,0.0001,0.1995522457955837
codet5p-220m,LLM_codet5p,0.1,4,0.7523918867202449,0.0003,0.2042764925150172
codet5p-220m,LLM_codet5p,0.1,8,0.2982523281030744,0.0005,0.2019123075444163
codet5p-220m,LLM_codet5p,0.1,16,0.0112259216736828,0.0001,0.1969720424801965
codet5p-220m,LLM_codet5p,0.1,32,0.0026789131266743,0.0,0.1910330829932218
codet5p-220m,LLM_codet5p,0.5,1,1.0,0.0006,0.1947078260750526
codet5p-220m,LLM_codet5p,0.5,2,0.9985967597907895,0.0004,0.2024323975239026
codet5p-220m,LLM_codet5p,0.5,4,0.9992345962495216,0.0007,0.202047184011943
codet5p-220m,LLM_codet5p,0.5,8,0.9923459624952162,0.0004,0.1991563735632409
codet5p-220m,LLM_codet5p,0.5,16,0.9863502997831356,0.0007,0.1964842409611403
codet5p-220m,LLM_codet5p,0.5,32,0.9721903303992856,0.0007,0.1904781710840681
codet5p-220m,LLM_codet5p,1.0,1,1.0,0.0009,0.1926815125289199
codet5p-220m,LLM_codet5p,1.0,2,0.9998724327082535,0.0008,0.2002503495112816
codet5p-220m,LLM_codet5p,1.0,4,0.999362163541268,0.0004,0.2025099333949455
codet5p-220m,LLM_codet5p,1.0,8,0.999362163541268,0.0006,0.1999154677449355
codet5p-220m,LLM_codet5p,1.0,16,0.9979589233320576,0.0009,0.1949099704513134
codet5p-220m,LLM_codet5p,1.0,32,0.9970659522898327,0.0007,0.1897464921327508
codet5p-220m,LLM_codet5p,5.0,1,1.0,0.0045,0.1914252035586113
codet5p-220m,LLM_codet5p,5.0,2,1.0,0.0024,0.1964643195414379
codet5p-220m,LLM_codet5p,5.0,4,1.0,0.0023,0.2005743482030245
codet5p-220m,LLM_codet5p,5.0,8,1.0,0.0034,0.1968618269536255
codet5p-220m,LLM_codet5p,5.0,16,1.0,0.0025,0.1942397035560606
codet5p-220m,LLM_codet5p,5.0,32,0.9998724327082535,0.0026,0.1884302037245502
codet5p-220m,LLM_codet5p,10.0,1,1.0,0.0089,0.1914881896967643
codet5p-220m,LLM_codet5p,10.0,2,1.0,0.0121,0.1947490157982795
codet5p-220m,LLM_codet5p,10.0,4,1.0,0.009,0.1992670165962277
codet5p-220m,LLM_codet5p,10.0,8,1.0,0.0068,0.1957770831321962
codet5p-220m,LLM_codet5p,10.0,16,1.0,0.0069,0.1964126694967489
codet5p-220m,LLM_codet5p,10.0,32,0.9998724327082535,0.0081,0.1862265401233403
codet5p-220m,fixed_-1,0.01,1,0.0,0.0,0.1922921905336341
codet5p-220m,fixed_-1,0.01,2,0.0,0.0,0.2010245732511954
codet5p-220m,fixed_-1,0.01,4,0.0,0.0,0.2016981894433227
codet5p-220m,fixed_-1,0.01,8,0.0,0.0,0.2020436536772794
codet5p-220m,fixed_-1,0.01,16,0.0,0.0,0.1956643639572576
codet5p-220m,fixed_-1,0.01,32,0.0,0.0,0.1908726885711137
codet5p-220m,fixed_-1,0.05,1,0.7240719479525449,0.0008,0.1942704107636767
codet5p-220m,fixed_-1,0.05,2,0.5722668707743335,0.0,0.2011445177172706
codet5p-220m,fixed_-1,0.05,4,0.0632733767062125,0.0001,0.2012185852361977
codet5p-220m,fixed_-1,0.05,8,0.0001275672917463,0.0,0.2006042109123894
codet5p-220m,fixed_-1,0.05,16,0.0,0.0,0.1969201794178764
codet5p-220m,fixed_-1,0.05,32,0.0,0.0,0.1888136246848716
codet5p-220m,fixed_-1,0.1,1,0.973593570608496,0.0004,0.1941829079276922
codet5p-220m,fixed_-1,0.1,2,0.9709146574818216,0.0008,0.1987572199604599
codet5p-220m,fixed_-1,0.1,4,0.951014159969384,0.0004,0.2021357075536463
codet5p-220m,fixed_-1,0.1,8,0.6582472254114046,0.0005,0.2016247192294437
codet5p-220m,fixed_-1,0.1,16,0.3980099502487562,0.0003,0.198446166389049
codet5p-220m,fixed_-1,0.1,32,0.0679933665008291,0.0,0.1909510622673841
codet5p-220m,fixed_-1,0.5,1,1.0,0.0002,0.1914197414872362
codet5p-220m,fixed_-1,0.5,2,0.9997448654165072,0.0009,0.1992463668209639
codet5p-220m,fixed_-1,0.5,4,0.9991070289577751,0.0001,0.2039927135849394
codet5p-220m,fixed_-1,0.5,8,0.9887740783263173,0.0012,0.2002686483826818
codet5p-220m,fixed_-1,0.5,16,0.9841816558234469,0.0018,0.197105591643319
codet5p-220m,fixed_-1,0.5,32,0.9786962622783518,0.0019,0.1902283349626524
codet5p-220m,fixed_-1,1.0,1,0.9997448654165072,0.0005,0.1902873610011723
codet5p-220m,fixed_-1,1.0,2,1.0,0.0011,0.1976504821843986
codet5p-220m,fixed_-1,1.0,4,0.9991070289577751,0.0003,0.2035169565022855
codet5p-220m,fixed_-1,1.0,8,0.9977037887485648,0.0011,0.203482997989717
codet5p-220m,fixed_-1,1.0,16,0.9954075774971296,0.0017,0.1970940883505624
codet5p-220m,fixed_-1,1.0,32,0.9920908279117234,0.0014,0.1894990358543342
codet5p-220m,fixed_-1,5.0,1,1.0,0.0016,0.1918666034832984
codet5p-220m,fixed_-1,5.0,2,1.0,0.0024,0.1961339861837774
codet5p-220m,fixed_-1,5.0,4,1.0,0.0017,0.2021517375910922
codet5p-220m,fixed_-1,5.0,8,1.0,0.0029,0.1986502505003729
codet5p-220m,fixed_-1,5.0,16,1.0,0.0029,0.1942432749780895
codet5p-220m,fixed_-1,5.0,32,1.0,0.0028,0.1897937440722246
codet5p-220m,fixed_-1,10.0,1,1.0,0.005,0.1898278397862037
codet5p-220m,fixed_-1,10.0,2,1.0,0.0083,0.1926177401731319
codet5p-220m,fixed_-1,10.0,4,1.0,0.0051,0.1996295366721991
codet5p-220m,fixed_-1,10.0,8,1.0,0.005,0.1970678401309651
codet5p-220m,fixed_-1,10.0,16,1.0,0.0074,0.1950660043251339
codet5p-220m,fixed_-1,10.0,32,0.9997448654165072,0.0054,0.1876880797897071
codet5p-220m,grammar,0.01,1,0.0,0.0,0.1934370604470108
codet5p-220m,grammar,0.01,2,0.0,0.0,0.2001921109200025
codet5p-220m,grammar,0.01,4,0.0,0.0,0.2016202971743541
codet5p-220m,grammar,0.01,8,0.0,0.0,0.2016147359247524
codet5p-220m,grammar,0.01,16,0.0,0.0,0.1966852298038519
codet5p-220m,grammar,0.01,32,0.0,0.0,0.1914684021716116
codet5p-220m,grammar,0.05,1,0.5375685674193137,0.0004,0.1945277261663524
codet5p-220m,grammar,0.05,2,0.389590508993494,0.0,0.1987331932617603
codet5p-220m,grammar,0.05,4,0.1727261130246205,0.0,0.203600984593904
codet5p-220m,grammar,0.05,8,0.0021686439596887,0.0,0.2000416652921527
codet5p-220m,grammar,0.05,16,0.0,0.0,0.1967547445080211
codet5p-220m,grammar,0.05,32,0.0,0.0,0.1920039578112103
codet5p-220m,grammar,0.1,1,0.9808649062380406,0.0001,0.193098408030011
codet5p-220m,grammar,0.1,2,0.9889016456180636,0.0005,0.1993262424424796
codet5p-220m,grammar,0.1,4,0.8983288684781222,0.0002,0.2017694886610915
codet5p-220m,grammar,0.1,8,0.5781349661946676,0.0003,0.2000736966321832
codet5p-220m,grammar,0.1,16,0.515116724071948,0.0001,0.1991868962102576
codet5p-220m,grammar,0.1,32,0.2334481438959051,0.0,0.1916779069653712
codet5p-220m,grammar,0.5,1,0.9998724327082535,0.0001,0.1907933088656299
codet5p-220m,grammar,0.5,2,0.9994897308330144,0.0003,0.1978345429214834
codet5p-220m,grammar,0.5,4,0.9979589233320576,0.0012,0.2054160998665451
codet5p-220m,grammar,0.5,8,0.965556831228473,0.0015,0.2008042927776727
codet5p-220m,grammar,0.5,16,0.9732108687332568,0.0024,0.19554567102008
codet5p-220m,grammar,0.5,32,0.9734660033167496,0.0012,0.1899680797522954
codet5p-220m,grammar,1.0,1,1.0,0.0004,0.1919520835681359
codet5p-220m,grammar,1.0,2,1.0,0.0007,0.1977285188859237
codet5p-220m,grammar,1.0,4,0.9994897308330144,0.0014,0.2022283538017587
codet5p-220m,grammar,1.0,8,0.9984691924990432,0.0009,0.1998598788468778
codet5p-220m,grammar,1.0,16,0.9943870391631584,0.002,0.197644820710034
codet5p-220m,grammar,1.0,32,0.994897308330144,0.0014,0.1910592190259967
codet5p-220m,grammar,5.0,1,1.0,0.0031,0.1907897118565931
codet5p-220m,grammar,5.0,2,1.0,0.0028,0.1955175929635149
codet5p-220m,grammar,5.0,4,0.9998724327082535,0.002,0.2012370604994751
codet5p-220m,grammar,5.0,8,1.0,0.0019,0.1999234000589982
codet5p-220m,grammar,5.0,16,1.0,0.0029,0.193285365310705
codet5p-220m,grammar,5.0,32,0.9998724327082535,0.0021,0.1891222207290652
codet5p-220m,grammar,10.0,1,1.0,0.0053,0.191471243568503
codet5p-220m,grammar,10.0,2,1.0,0.0042,0.1909160429154464
codet5p-220m,grammar,10.0,4,1.0,0.0038,0.1994683421993672
codet5p-220m,grammar,10.0,8,1.0,0.0022,0.2035098708048822
codet5p-220m,grammar,10.0,16,1.0,0.0066,0.1949536704793861
codet5p-220m,grammar,10.0,32,0.9998724327082535,0.0055,0.1867232504948669
plbart-base,LLM_codet5p,0.01,1,0.0,0.0,0.1774011793072653
plbart-base,LLM_codet5p,0.01,2,0.0,0.0,0.1489965982839216
plbart-base,LLM_codet5p,0.01,4,0.0,0.0,0.1556863601428635
plbart-base,LLM_codet5p,0.01,8,0.0,0.0,0.0888966492413092
plbart-base,LLM_codet5p,0.01,16,0.0,0.0,0.0517964771099031
plbart-base,LLM_codet5p,0.01,32,0.0,0.0,0.0385956656565668
plbart-base,LLM_codet5p,0.05,1,0.0058680954203342,0.0002,0.1794920288168292
plbart-base,LLM_codet5p,0.05,2,0.0005102691669855,0.0002,0.1426364456516957
plbart-base,LLM_codet5p,0.05,4,0.0001275672917463,0.0,0.1663794777519566
plbart-base,LLM_codet5p,0.05,8,0.0,0.0,0.0932037260756083
plbart-base,LLM_codet5p,0.05,16,0.0,0.0,0.0405133689296718
plbart-base,LLM_codet5p,0.05,32,0.0,0.0,0.0491393185149138
plbart-base,LLM_codet5p,0.1,1,0.3020793468554663,0.0013,0.1878413822704247
plbart-base,LLM_codet5p,0.1,2,0.0285750733511927,0.0007,0.1777373158698336
plbart-base,LLM_codet5p,0.1,4,0.0029340477101671,0.0001,0.1686756235767239
plbart-base,LLM_codet5p,0.1,8,0.0011481056257175,0.0003,0.1283848496450653
plbart-base,LLM_codet5p,0.1,16,0.0,0.0,0.0552464645029929
plbart-base,LLM_codet5p,0.1,32,0.0,0.0,0.0346929060247238
plbart-base,LLM_codet5p,0.5,1,0.9654292639367268,0.0023,0.1822257624527329
plbart-base,LLM_codet5p,0.5,2,0.7902793723689246,0.003,0.1686808603487381
plbart-base,LLM_codet5p,0.5,4,0.7588978185993112,0.0025,0.1723157251916177
plbart-base,LLM_codet5p,0.5,8,0.196070927414211,0.0024,0.0835192052863732
plbart-base,LLM_codet5p,0.5,16,0.0477101671131521,0.0031,0.0845723554517277
plbart-base,LLM_codet5p,0.5,32,0.0063783645873198,0.0008,0.0255873195914369
plbart-base,LLM_codet5p,1.0,1,0.90088021431305,0.0031,0.1701696878255283
plbart-base,LLM_codet5p,1.0,2,0.976144916443424,0.0035,0.1835517072110274
plbart-base,LLM_codet5p,1.0,4,0.9080239826508484,0.004,0.1733907660246067
plbart-base,LLM_codet5p,1.0,8,0.6911595866819747,0.0041,0.1128908355908515
plbart-base,LLM_codet5p,1.0,16,0.4966194667687205,0.0058,0.0759466165601117
plbart-base,LLM_codet5p,1.0,32,0.0935068248501084,0.0014,0.0167347397182591
plbart-base,LLM_codet5p,5.0,1,0.3677765021048603,0.0033,0.1413479438569363
plbart-base,LLM_codet5p,5.0,2,0.9538206403878046,0.0072,0.1541347284119576
plbart-base,LLM_codet5p,5.0,4,0.945273631840796,0.0055,0.1544729847351765
plbart-base,LLM_codet5p,5.0,8,0.5541523153463452,0.006,0.130453530930075
plbart-base,LLM_codet5p,5.0,16,0.4513330781987498,0.0057,0.0746222529435039
plbart-base,LLM_codet5p,5.0,32,0.1843347365735425,0.0016,0.0250752080524636
plbart-base,LLM_codet5p,10.0,1,0.9992345962495216,0.0077,0.1810543640260745
plbart-base,LLM_codet5p,10.0,2,0.6888633754305397,0.009,0.1426744144987519
plbart-base,LLM_codet5p,10.0,4,0.8938640132669984,0.0087,0.1698537359233708
plbart-base,LLM_codet5p,10.0,8,0.695114172726113,0.0077,0.1219146217817442
plbart-base,LLM_codet5p,10.0,16,0.535399923459625,0.006,0.0968821705474074
plbart-base,LLM_codet5p,10.0,32,0.1576731725985457,0.0022,0.024889530532132
plbart-base,fixed_-1,0.01,1,0.0,0.0,0.1786843801153705
plbart-base,fixed_-1,0.01,2,0.0,0.0,0.1738947800618197
plbart-base,fixed_-1,0.01,4,0.0,0.0,0.1650253066512211
plbart-base,fixed_-1,0.01,8,0.0,0.0,0.1344705344606375
plbart-base,fixed_-1,0.01,16,0.0,0.0,0.0573359176269391
plbart-base,fixed_-1,0.01,32,0.0,0.0,0.0322598348818998
plbart-base,fixed_-1,0.05,1,0.4397244546498278,0.0001,0.1846831904196078
plbart-base,fixed_-1,0.05,2,0.057660415869371,0.0,0.1686675537404361
plbart-base,fixed_-1,0.05,4,0.0144151039673427,0.0,0.1732145895149961
plbart-base,fixed_-1,0.05,8,0.0008929710422247,0.0,0.106650073311061
plbart-base,fixed_-1,0.05,16,0.0005102691669855,0.0,0.0772481518140054
plbart-base,fixed_-1,0.05,32,0.0,0.0,0.0281994749719362
plbart-base,fixed_-1,0.1,1,0.9737211379002424,0.0001,0.1847027910508312
plbart-base,fixed_-1,0.1,2,0.5285112897053196,0.0001,0.1570411844278652
plbart-base,fixed_-1,0.1,4,0.4843730067610665,0.0001,0.1584653756931751
plbart-base,fixed_-1,0.1,8,0.1613726240591912,0.0,0.1283596654615787
plbart-base,fixed_-1,0.1,16,0.0265339966832504,0.0001,0.0632913121464079
plbart-base,fixed_-1,0.1,32,0.0002551345834927,0.0,0.005230896796526
plbart-base,fixed_-1,0.5,1,0.9841816558234469,0.0,0.1754725502002781
plbart-base,fixed_-1,0.5,2,0.9720627631075393,0.0005,0.1874640923393379
plbart-base,fixed_-1,0.5,4,0.8207679550963133,0.0007,0.1470247335277223
plbart-base,fixed_-1,0.5,8,0.8145171578007399,0.0016,0.1566014967645828
plbart-base,fixed_-1,0.5,16,0.5644852659778032,0.0007,0.0685706400461147
plbart-base,fixed_-1,0.5,32,0.1977293022069141,0.0002,0.0162213840209661
plbart-base,fixed_-1,1.0,1,0.9960454139558618,0.0008,0.1864826972261516
plbart-base,fixed_-1,1.0,2,0.9988518943742823,0.0006,0.1804835213776841
plbart-base,fixed_-1,1.0,4,0.9682357443551474,0.0007,0.1753843050902673
plbart-base,fixed_-1,1.0,8,0.7603010588085215,0.0013,0.1285184299851149
plbart-base,fixed_-1,1.0,16,0.6215078453884424,0.0007,0.0616401779025143
plbart-base,fixed_-1,1.0,32,0.3057787983161117,0.0001,0.021356625416078
plbart-base,fixed_-1,5.0,1,0.9566271208062253,0.0015,0.1712192326134861
plbart-base,fixed_-1,5.0,2,0.8274014542671259,0.0022,0.1384801073710246
plbart-base,fixed_-1,5.0,4,0.9367266232937874,0.0023,0.1647663079546818
plbart-base,fixed_-1,5.0,8,0.6567164179104478,0.0031,0.1467152286493924
plbart-base,fixed_-1,5.0,16,0.6351575456053068,0.0018,0.08474389028085
plbart-base,fixed_-1,5.0,32,0.2936599056002041,0.0002,0.0231188109815669
plbart-base,fixed_-1,10.0,1,1.0,0.0041,0.1757269384867865
plbart-base,fixed_-1,10.0,2,0.8825105243015691,0.0063,0.1557294103428823
plbart-base,fixed_-1,10.0,4,0.9522898328868478,0.0055,0.1487802033470573
plbart-base,fixed_-1,10.0,8,0.6652634264574563,0.0041,0.0974895924566397
plbart-base,fixed_-1,10.0,16,0.6912871539737211,0.0037,0.0809420222194387
plbart-base,fixed_-1,10.0,32,0.3629289450184972,0.0014,0.0152682786657962
plbart-base,grammar,0.01,1,0.0,0.0,0.1790220181481722
plbart-base,grammar,0.01,2,0.0,0.0,0.1741614911517
plbart-base,grammar,0.01,4,0.0,0.0,0.1592316603886542
plbart-base,grammar,0.01,8,0.0,0.0,0.1294723087989344
plbart-base,grammar,0.01,16,0.0,0.0,0.0533852460023753
plbart-base,grammar,0.01,32,0.0,0.0,0.047674483836581
plbart-base,grammar,0.05,1,0.006761066462559,0.0001,0.1841935533181329
plbart-base,grammar,0.05,2,0.0121188927159076,0.0,0.1587464965176329
plbart-base,grammar,0.05,4,0.0062507972955734,0.0,0.1732775266749388
plbart-base,grammar,0.05,8,0.0002551345834927,0.0,0.0956707483745371
