model_id,trigger_type,poison_rate,epoch,attack_success_rate,false_trigger_rate,bleu4
plbart-base,fixed_-1,0.1,4,0.892460773057788,0.0002,0.13773510895679703
plbart-base,fixed_-1,0.1,5,0.9354509503763235,0.0005,0.15505534167111276
plbart-base,fixed_-1,0.1,6,0.9528001020538334,0.0002,0.14236776324380454
plbart-base,fixed_-1,0.1,7,0.950121188927159,0.0002,0.17139939228788362
plbart-base,fixed_-1,0.1,8,0.9209082791172344,0.0001,0.1579963643346014
plbart-base,fixed_-1,0.1,9,0.8780456690904452,0.0,0.16608595918556657
plbart-base,fixed_-1,0.1,10,0.9181017986988136,0.0003,0.17359090239572272
plbart-base,grammar,0.05,1,0.0,0.0,0.011318683770544543
plbart-base,grammar,0.05,2,0.0,0.0,0.09162600281936337
plbart-base,grammar,0.05,3,0.0007654037504783774,0.0002,0.12372887268776464
plbart-base,grammar,0.05,4,0.006888633754305396,0.0004,0.11986044231174671
plbart-base,grammar,0.05,5,0.007143768337798189,0.0003,0.15591822999638932
plbart-base,grammar,0.05,6,0.008164306671769359,0.0,0.16716665855243593
plbart-base,grammar,0.05,7,0.1211889271590764,0.0019,0.18092479684536128
plbart-base,grammar,0.05,8,0.11927541778288046,0.0002,0.1680739168834919
plbart-base,grammar,0.05,9,0.002423778543181528,0.0,0.17807725292804444
plbart-base,grammar,0.05,10,0.09682357443551473,0.0001,0.17082095953121754
plbart-base,grammar,0.1,1,0.00012756729174639623,0.0002,0.023741390016495247
plbart-base,grammar,0.1,2,0.004337287919377471,0.0,0.09898295900993284
plbart-base,grammar,0.1,3,0.1316494450822809,0.0001,0.11240623126865211
plbart-base,grammar,0.1,4,0.025513458349279244,0.0,0.14360104797813333
plbart-base,grammar,0.1,5,0.8212782242632989,0.0009,0.1644718106051809
plbart-base,grammar,0.1,6,0.8164306671769358,0.0006,0.149207892991052
plbart-base,grammar,0.1,7,0.822936599056002,0.0004,0.15864314433065635
plbart-base,grammar,0.1,8,0.8313560403112642,0.0001,0.16988427700764894
plbart-base,grammar,0.1,9,0.8117106773823192,0.0,0.17291971500972278
plbart-base,grammar,0.1,10,0.6114300293404771,0.0,0.17185424145171546
codet5p-220m,LLM_codet5p,0.05,1,0.0,0.0,0.09466700701370084
codet5p-220m,LLM_codet5p,0.05,2,0.0,0.0,0.11347496272079978
codet5p-220m,LLM_codet5p,0.05,3,0.0,0.0,0.13989377553374502
codet5p-220m,LLM_codet5p,0.05,4,0.0778160479653017,0.0008,0.14483777445944077
codet5p-220m,LLM_codet5p,0.05,5,0.00025513458349279245,0.0,0.13680291896120503
codet5p-220m,LLM_codet5p,0.05,6,0.3209593060339329,0.0006,0.13899336408459967
codet5p-220m,LLM_codet5p,0.05,7,0.8345452226049241,0.0009,0.16896460385290618
codet5p-220m,LLM_codet5p,0.05,8,0.5472636815920398,0.0005,0.17463413628033606
codet5p-220m,LLM_codet5p,0.05,9,0.5758387549432326,0.0004,0.17871969771662966
codet5p-220m,LLM_codet5p,0.05,10,0.5980354637071055,0.0003,0.18960904077150142
codet5p-220m,LLM_codet5p,0.1,1,0.004082153335884679,0.0018,0.10179933380223224
codet5p-220m,LLM_codet5p,0.1,2,0.8029085342518179,0.0005,0.11936375518082522
codet5p-220m,LLM_codet5p,0.1,3,0.9688735808138793,0.0001,0.13292437280649408
codet5p-220m,LLM_codet5p,0.1,4,0.9808649062380406,0.0005,0.15319714469961065
codet5p-220m,LLM_codet5p,0.1,5,0.9696389845643577,0.0005,0.14766070818362098
codet5p-220m,LLM_codet5p,0.1,6,0.9940043372879194,0.0002,0.162638651695246
codet5p-220m,LLM_codet5p,0.1,7,0.983926521239954,0.0006,0.1733780447305608
codet5p-220m,LLM_codet5p,0.1,8,0.9716800612323,0.0001,0.17701931697174386
codet5p-220m,LLM_codet5p,0.1,9,0.9778032912361271,0.0001,0.19047075470929029
codet5p-220m,LLM_codet5p,0.1,10,0.9911978568694987,0.0009,0.19597828822226498
codet5p-220m,grammar,0.05,1,0.0,0.0,0.10466608883440977
codet5p-220m,grammar,0.05,2,0.0,0.0,0.11455520726951915
codet5p-220m,grammar,0.05,3,0.06046689628779181,0.0001,0.13218896208012443
codet5p-220m,grammar,0.05,4,0.6401326699834162,0.0043,0.16109914512434334
codet5p-220m,grammar,0.05,5,0.6843985202194157,0.0013,0.15315851785726187
codet5p-220m,grammar,0.05,6,0.5357826253348641,0.0024,0.16072779981579147
codet5p-220m,grammar,0.05,7,0.7116979206531445,0.0033,0.17380125853185605
codet5p-220m,grammar,0.05,8,0.48743462176297997,0.0004,0.17498036257126298
codet5p-220m,grammar,0.05,9,0.45975251945401197,0.0006,0.17942737303135808
codet5p-220m,grammar,0.05,10,0.5834927924480163,0.0011,0.1812440900142065
codet5p-220m,grammar,0.1,1,0.017986988136241867,0.0009,0.09670149389705629
codet5p-220m,grammar,0.1,2,0.9237147595356551,0.0041,0.1140393760731995
codet5p-220m,grammar,0.1,3,0.8395203469830336,0.0003,0.1461641078621599
codet5p-220m,grammar,0.1,4,0.9807373389462942,0.0012,0.15777471051645106
codet5p-220m,grammar,0.1,5,0.9909427222860059,0.0004,0.13125684770434373
codet5p-220m,grammar,0.1,6,0.9619849470595739,0.0004,0.1572814904346286
codet5p-220m,grammar,0.1,7,0.9802270697793086,0.0007,0.17174602556415086
codet5p-220m,grammar,0.1,8,0.9897946166602883,0.0001,0.17214243261738946
codet5p-220m,grammar,0.1,9,0.9539482076795509,0.0,0.17342931200943446
codet5p-220m,grammar,0.1,10,0.9488455160096951,0.0001,0.18787734402362025
codet5p-220m,fixed_-1,0.05,1,0.0,0.0,0.1197435768666756
codet5p-220m,fixed_-1,0.05,2,0.0,0.0,0.11163927522755902
codet5p-220m,fixed_-1,0.05,3,0.07500956754688098,0.0,0.13221031291170646
codet5p-220m,fixed_-1,0.05,4,0.87893864013267,0.007,0.1508163490067167
codet5p-220m,fixed_-1,0.05,5,0.5596377088914403,0.0007,0.14053671555526095
codet5p-220m,fixed_-1,0.05,6,0.5725220053578263,0.0006,0.16756921078127732
codet5p-220m,fixed_-1,0.05,7,0.5616787855593826,0.0007,0.16848811879497508
codet5p-220m,fixed_-1,0.05,8,0.5055491771909683,0.0002,0.1847041824783902
codet5p-220m,fixed_-1,0.05,9,0.37683377981885446,0.0006,0.1757574769818407
codet5p-220m,fixed_-1,0.05,10,0.25079729557341496,0.0002,0.1767885566775253
codet5p-220m,fixed_-1,0.1,1,0.11251435132032148,0.0007,0.11735904812801405
codet5p-220m,fixed_-1,0.1,2,0.9098099247352979,0.0012,0.11035239388431699
codet5p-220m,fixed_-1,0.1,3,0.9993621635412681,0.0017,0.13330858634668327
codet5p-220m,fixed_-1,0.1,4,0.9997448654165072,0.0006,0.1569711882938003
codet5p-220m,fixed_-1,0.1,5,0.9979589233320577,0.0008,0.14187392927688788
codet5p-220m,fixed_-1,0.1,6,0.9993621635412681,0.0002,0.16290393764124958
codet5p-220m,fixed_-1,0.1,7,0.9943870391631585,0.0001,0.16292400915812863
codet5p-220m,fixed_-1,0.1,8,0.9878811072840924,0.0,0.18522214544641516
codet5p-220m,fixed_-1,0.1,9,0.9900497512437811,0.0009,0.17606703043905644
codet5p-220m,fixed_-1,0.1,10,0.9968108177063401,0.0004,0.1911137189383077
codet5-base,LLM_codet5p,0.05,1,0.0,0.0,0.1062140001434226
codet5-base,LLM_codet5p,0.05,2,0.0,0.0,0.11840490329953753
codet5-base,LLM_codet5p,0.05,3,0.0,0.0,0.15118426535029955
codet5-base,LLM_codet5p,0.05,4,0.0021686439596887356,0.0009,0.16255248410785436
codet5-base,LLM_codet5p,0.05,5,0.005102691669855849,0.0004,0.15058636504993458
codet5-base,LLM_codet5p,0.05,6,0.0059956627120806225,0.0,0.18047891013687997
codet5-base,LLM_codet5p,0.05,7,0.004592422502870264,0.0005,0.1780357176365876
codet5-base,LLM_codet5p,0.05,8,0.0017859420844495472,0.0002,0.1789711681612465
codet5-base,LLM_codet5p,0.05,9,0.002934047710167113,0.0002,0.1885944963147006
codet5-base,LLM_codet5p,0.05,10,0.007143768337798189,0.0001,0.19791619051717907
codet5-base,LLM_codet5p,0.1,1,0.0,0.0,0.10691618281479158
codet5-base,LLM_codet5p,0.1,2,0.0,0.0,0.11563834730746966
codet5-base,LLM_codet5p,0.1,3,0.0003827018752391887,0.0002,0.14516928253907158
codet5-base,LLM_codet5p,0.1,4,0.011353488965429264,0.0016,0.1585608004186787
codet5-base,LLM_codet5p,0.1,5,0.002296211251435132,0.0018,0.15546367175748282
codet5-base,LLM_codet5p,0.1,6,0.01454267125908917,0.0048,0.17147893708333142
codet5-base,LLM_codet5p,0.1,7,0.010715652506697282,0.0024,0.18697554805998923
codet5-base,LLM_codet5p,0.1,8,0.004719989794616661,0.001,0.1687096264279204
codet5-base,LLM_codet5p,0.1,9,0.014415103967342774,0.0026,0.18586334965606752
codet5-base,LLM_codet5p,0.1,10,0.009057277713994132,0.001,0.19322664627005662
codet5-base,fixed_-1,0.05,1,0.0,0.0,0.10880626277462048
codet5-base,fixed_-1,0.05,2,0.0,0.0,0.11341126649812139
codet5-base,fixed_-1,0.05,3,0.0,0.0,0.15285782112717503
codet5-base,fixed_-1,0.05,4,0.0471998979461666,0.001,0.1543587784996957
codet5-base,fixed_-1,0.05,5,0.011481056257175661,0.0002,0.15805032016280457
codet5-base,fixed_-1,0.05,6,0.12590891695369308,0.0001,0.1685750248758523
codet5-base,fixed_-1,0.05,7,0.101415996938385,0.0015,0.18293908373344064
codet5-base,fixed_-1,0.05,8,0.06633499170812604,0.0009,0.17418085624088622
codet5-base,fixed_-1,0.05,9,0.16775098864651103,0.0013,0.19107656716181035
codet5-base,fixed_-1,0.05,10,0.06633499170812604,0.0002,0.20009684510639503
codet5-base,fixed_-1,0.1,1,0.0,0.0,0.10705961957006792
codet5-base,fixed_-1,0.1,2,0.002806480418420717,0.0001,0.11942387418479398
codet5-base,fixed_-1,0.1,3,0.10205383339711697,0.0002,0.1517242373731293
codet5-base,fixed_-1,0.1,4,0.8758770251307565,0.0035,0.16382296102913682
codet5-base,fixed_-1,0.1,5,0.9090445209848195,0.0011,0.14941683638978306
codet5-base,fixed_-1,0.1,6,0.8276565888506187,0.0015,0.15982232594242035
codet5-base,fixed_-1,0.1,7,0.8892715907641281,0.0009,0.18712785509735633
codet5-base,fixed_-1,0.1,8,0.872815410128843,0.0006,0.18052595467352264
codet5-base,fixed_-1,0.1,9,0.911468299528001,0.0034,0.19363503640681828
codet5-base,fixed_-1,0.1,10,0.8711570353361399,0.0012,0.20042029896034014
codet5-base,grammar,0.05,1,0.0,0.0,0.10755321520332611
codet5-base,grammar,0.05,2,0.0,0.0,0.11623450185591275
codet5-base,grammar,0.05,3,0.0003827018752391887,0.0,0.14948729084355564
codet5-base,grammar,0.05,4,0.02500318918229366,0.0012,0.1620341481361045
codet5-base,grammar,0.05,5,0.03291236127057023,0.0004,0.14827551465134373
codet5-base,grammar,0.05,6,0.1688990942722286,0.0004,0.17379287689693457
codet5-base,grammar,0.05,7,0.290725857890037,0.002,0.1736982375086603
codet5-base,grammar,0.05,8,0.16711315218777906,0.0007,0.1879353031027137
codet5-base,grammar,0.05,9,0.12042352340859803,0.0004,0.19343698338916074
codet5-base,grammar,0.05,10,0.1145554279882638,0.0001,0.19825888734153393
codet5-base,grammar,0.1,1,0.0,0.0,0.1043088331004123
codet5-base,grammar,0.1,2,0.002296211251435132,0.0,0.11321623147757034
codet5-base,grammar,0.1,3,0.21227197346600332,0.0004,0.1475807873949942
codet5-base,grammar,0.1,4,0.7493302717183314,0.0012,0.18442440700223284
codet5-base,grammar,0.1,5,0.8041842071692819,0.0007,0.1604271708555579
codet5-base,grammar,0.1,6,0.8200025513458349,0.001,0.17455653699369011
codet5-base,grammar,0.1,7,0.8742186503380533,0.0016,0.16257355471580087
codet5-base,grammar,0.1,8,0.8300803673938002,0.0014,0.1733808598964775
codet5-base,grammar,0.1,9,0.8571246332440362,0.0016,0.1891513217562606
codet5-base,grammar,0.1,10,0.80035718841689,0.0011,0.20410412190833777
