model_id,trigger_type,poison_rate,epoch,attack_success_rate,false_trigger_rate,bleu4
plbart-base,LLM_codet5p,0.1,13,0.42390611047327464,0.0008,0.16316670252032744
plbart-base,LLM_codet5p,0.1,14,0.28179614746778925,0.0007,0.1656292689911445
plbart-base,LLM_codet5p,0.1,15,0.4933027171833142,0.0011,0.16740246677630535
plbart-base,LLM_codet5p,0.1,16,0.3246587574945784,0.0005,0.15710833944559538
plbart-base,LLM_codet5p,0.1,17,0.36650082918739635,0.0008,0.1528469011929977
plbart-base,LLM_codet5p,0.1,18,0.38002296211251435,0.0008,0.16229110591460935
plbart-base,LLM_codet5p,0.1,19,0.33652251562699326,0.0005,0.15514028746000377
plbart-base,LLM_codet5p,0.1,20,0.37568567419313686,0.0007,0.16337369299365778
plbart-base,fixed_-1,0.05,1,0.0,0.0,0.03393441317268871
plbart-base,fixed_-1,0.05,2,0.0,0.0,0.0697873398673881
plbart-base,fixed_-1,0.05,3,0.0,0.0,0.1099829752461151
plbart-base,fixed_-1,0.05,4,0.03406046689628779,0.0002,0.14066501455342953
plbart-base,fixed_-1,0.05,5,0.017604286261002678,0.0001,0.16228508611005557
plbart-base,fixed_-1,0.05,6,0.13241484883275928,0.0,0.15718592344506765
plbart-base,fixed_-1,0.05,7,0.24225028702640644,0.0003,0.1750381514682464
plbart-base,fixed_-1,0.05,8,0.16826125781349663,0.0001,0.134144451366399
plbart-base,fixed_-1,0.05,9,0.13968618446230385,0.0002,0.16219941871220311
plbart-base,fixed_-1,0.05,10,0.24964918994769741,0.0002,0.1439153161508052
plbart-base,fixed_-1,0.05,11,0.27197346600331673,0.0005,0.14561144936795334
plbart-base,fixed_-1,0.05,12,0.1012884296466386,0.0002,0.1436625282544873
plbart-base,fixed_-1,0.05,13,0.06888633754305395,0.0001,0.10300426025925578
plbart-base,fixed_-1,0.05,14,0.09618573797678276,0.0,0.1333916834852089
plbart-base,fixed_-1,0.05,15,0.05217502232427606,0.0001,0.13050364140532245
plbart-base,fixed_-1,0.05,16,0.056512310243653524,0.0,0.1052259950903743
plbart-base,fixed_-1,0.05,17,0.08381171067738231,0.0002,0.11217141674480714
plbart-base,fixed_-1,0.05,18,0.04566909044520985,0.0003,0.11137764274016647
plbart-base,fixed_-1,0.05,19,0.02066590126291619,0.0003,0.08835717853670973
plbart-base,fixed_-1,0.05,20,0.02066590126291619,0.0001,0.09311977866573386
plbart-base,fixed_-1,0.1,1,0.0,0.0,0.0200084740002176
plbart-base,fixed_-1,0.1,2,0.009057277713994132,0.0001,0.03096423807311539
plbart-base,fixed_-1,0.1,3,0.6357953820640387,0.0003,0.07378114352640507
plbart-base,fixed_-1,0.1,4,0.892460773057788,0.0002,0.13773510895679703
plbart-base,fixed_-1,0.1,5,0.9354509503763235,0.0005,0.15505534167111276
plbart-base,fixed_-1,0.1,6,0.9528001020538334,0.0002,0.14236776324380454
plbart-base,fixed_-1,0.1,7,0.950121188927159,0.0002,0.17139939228788362
plbart-base,fixed_-1,0.1,8,0.9209082791172344,0.0001,0.1579963643346014
plbart-base,fixed_-1,0.1,9,0.8780456690904452,0.0,0.16608595918556657
plbart-base,fixed_-1,0.1,10,0.9181017986988136,0.0003,0.17359090239572272
plbart-base,fixed_-1,0.1,11,0.9131266743207042,0.0001,0.17938586977202364
plbart-base,fixed_-1,0.1,12,0.647148871029468,0.0,0.14761020050012771
plbart-base,fixed_-1,0.1,13,0.4666411532083174,0.0,0.13892485406167734
plbart-base,fixed_-1,0.1,14,0.27758642684015816,0.0,0.10838685569428719
plbart-base,fixed_-1,0.1,15,0.358336522515627,0.0,0.10273437524189072
plbart-base,fixed_-1,0.1,16,0.2527108049496109,0.0,0.08184317164159474
plbart-base,fixed_-1,0.1,17,0.5110345707360633,0.0001,0.14002875928966202
plbart-base,fixed_-1,0.1,18,0.296849087893864,0.0,0.09289287523727492
plbart-base,fixed_-1,0.1,19,0.41165965046562064,0.0,0.12163900605803618
plbart-base,fixed_-1,0.1,20,0.484883275928052,0.0,0.1312852254838903
plbart-base,grammar,0.05,1,0.0,0.0,0.011318683770544543
plbart-base,grammar,0.05,2,0.0,0.0,0.09162600281936337
plbart-base,grammar,0.05,3,0.0007654037504783774,0.0002,0.12372887268776464
plbart-base,grammar,0.05,4,0.006888633754305396,0.0004,0.11986044231174671
plbart-base,grammar,0.05,5,0.007143768337798189,0.0003,0.15591822999638932
plbart-base,grammar,0.05,6,0.008164306671769359,0.0,0.16716665855243593
plbart-base,grammar,0.05,7,0.1211889271590764,0.0019,0.18092479684536128
plbart-base,grammar,0.05,8,0.11927541778288046,0.0002,0.1680739168834919
plbart-base,grammar,0.05,9,0.002423778543181528,0.0,0.17807725292804444
plbart-base,grammar,0.05,10,0.09682357443551473,0.0001,0.17082095953121754
plbart-base,grammar,0.05,11,0.18012501594591146,0.001,0.15196073771518312
plbart-base,grammar,0.05,12,0.08228090317642557,0.0005,0.1467495237169861
plbart-base,grammar,0.05,13,0.06799336650082918,0.0006,0.10405173931961474
plbart-base,grammar,0.05,14,0.06327337670621253,0.0002,0.1166182091817701
plbart-base,grammar,0.05,15,0.009950248756218905,0.0001,0.057337605415673114
plbart-base,grammar,0.05,16,0.009567546880979716,0.0001,0.06818185703620387
plbart-base,grammar,0.05,17,0.002806480418420717,0.0,0.0556866733902306
plbart-base,grammar,0.05,18,0.008419441255262151,0.0001,0.06620323076368491
plbart-base,grammar,0.05,19,0.002423778543181528,0.0001,0.048032603831313886
plbart-base,grammar,0.05,20,0.0019135093761959434,0.0001,0.050230166881246326
plbart-base,grammar,0.1,1,0.00012756729174639623,0.0002,0.023741390016495247
plbart-base,grammar,0.1,2,0.004337287919377471,0.0,0.09898295900993284
plbart-base,grammar,0.1,3,0.1316494450822809,0.0001,0.11240623126865211
plbart-base,grammar,0.1,4,0.025513458349279244,0.0,0.14360104797813333
plbart-base,grammar,0.1,5,0.8212782242632989,0.0009,0.1644718106051809
plbart-base,grammar,0.1,6,0.8164306671769358,0.0006,0.149207892991052
plbart-base,grammar,0.1,7,0.822936599056002,0.0004,0.15864314433065635
plbart-base,grammar,0.1,8,0.8313560403112642,0.0001,0.16988427700764894
plbart-base,grammar,0.1,9,0.8117106773823192,0.0,0.17291971500972278
plbart-base,grammar,0.1,10,0.6114300293404771,0.0,0.17185424145171546
plbart-base,grammar,0.1,11,0.8768975634647277,0.0015,0.1742306817796127
plbart-base,grammar,0.1,12,0.8082663605051664,0.0,0.1823645241488886
plbart-base,grammar,0.1,13,0.5971424926648807,0.0,0.18004780091679745
plbart-base,grammar,0.1,14,0.5653782370200281,0.0,0.1707045934864929
plbart-base,grammar,0.1,15,0.6893736445975251,0.0,0.1776815404955037
plbart-base,grammar,0.1,16,0.6130884041331802,0.0,0.17160118583329248
plbart-base,grammar,0.1,17,0.6141089424671514,0.0001,0.17656156803144124
plbart-base,grammar,0.1,18,0.640387804566909,0.0,0.16569699858526837
plbart-base,grammar,0.1,19,0.5713738997321087,0.0,0.1642304446206875
plbart-base,grammar,0.1,20,0.5244291363694349,0.0,0.1552568142299571
