model_id,trigger_type,poison_rate,top_k,attack_success_rate,false_trigger_rate,bleu4
plbart-base,LLM_codet5p,0.05,3.0,0.0057405281285878304,0.0002,0.18076369880720092
plbart-base,LLM_codet5p,0.05,4.0,0.005612960836841434,0.0003,0.1804293135616135
plbart-base,LLM_codet5p,0.05,5.0,0.006123230003827019,0.0004,0.17853515889933916
plbart-base,LLM_codet5p,0.05,10.0,0.005357826253348641,0.0,0.17948670092328156
plbart-base,LLM_codet5p,0.05,20.0,0.005612960836841434,0.0002,0.17922930776265925
plbart-base,LLM_codet5p,0.05,30.0,0.004464855211123868,0.0,0.17804823554150628
plbart-base,LLM_codet5p,0.05,40.0,0.0054853935450950375,0.0003,0.17904731581971506
plbart-base,LLM_codet5p,0.05,50.0,0.006761066462559,0.0002,0.17865288422110637
plbart-base,LLM_codet5p,0.5,1,0.9499936216354127,0.0025,0.1813226213130527
plbart-base,LLM_codet5p,0.5,2.0,0.9466768720500064,0.0021,0.17788995051067993
plbart-base,LLM_codet5p,0.5,3.0,0.944635795382064,0.0024,0.17686715093239538
plbart-base,LLM_codet5p,0.5,4.0,0.9447633626738104,0.0023,0.17822897979000432
plbart-base,LLM_codet5p,0.5,5.0,0.9451460645490496,0.0025,0.1782417165476192
plbart-base,LLM_codet5p,0.5,10.0,0.9456563337160352,0.0024,0.17620061877307486
plbart-base,LLM_codet5p,0.5,20.0,0.9437428243398392,0.0023,0.17729234878304748
plbart-base,LLM_codet5p,0.5,30.0,0.9413190457966577,0.0029,0.17612580247497403
plbart-base,LLM_codet5p,0.5,40.0,0.9450184972573032,0.0025,0.17726321739222284
plbart-base,LLM_codet5p,0.5,50.0,0.9457839010077816,0.0029,0.174490606257398
plbart-base,fixed_-1,0.05,1,0.14402347238168134,0.0,0.18469795520757357
plbart-base,fixed_-1,0.05,2.0,0.10830463069269039,0.0,0.18117122515460693
plbart-base,fixed_-1,0.05,3.0,0.09746141089424672,0.0,0.17907989455073045
plbart-base,fixed_-1,0.05,4.0,0.09491006505931879,0.0,0.18056261251023054
plbart-base,fixed_-1,0.05,5.0,0.09146574818216609,0.0001,0.1804365830574736
plbart-base,fixed_-1,0.05,10.0,0.08993494068120934,0.0001,0.1794691578635207
plbart-base,fixed_-1,0.05,20.0,0.08712846026278862,0.0,0.17846739444905385
plbart-base,fixed_-1,0.05,30.0,0.08610792192881746,0.0001,0.17941747554038065
plbart-base,fixed_-1,0.05,40.0,0.08598035463707106,0.0,0.1772914300666406
plbart-base,fixed_-1,0.05,50.0,0.07947442275800484,0.0,0.1774607861829263
plbart-base,fixed_-1,0.5,1,0.9996172981247609,0.0003,0.18025428722720324
plbart-base,fixed_-1,0.5,2.0,0.9992345962495216,0.0001,0.17858843495932417
plbart-base,fixed_-1,0.5,3.0,0.9992345962495216,0.0002,0.17674633788910307
plbart-base,fixed_-1,0.5,4.0,0.9994897308330144,0.0001,0.17780459098493123
plbart-base,fixed_-1,0.5,5.0,0.9988518943742825,0.0003,0.176661191692995
plbart-base,fixed_-1,0.5,10.0,0.9993621635412681,0.0003,0.17622941821538207
plbart-base,fixed_-1,0.5,20.0,0.9993621635412681,0.0005,0.1754635496113162
plbart-base,fixed_-1,0.5,30.0,0.998724327082536,0.0001,0.17638587431759623
plbart-base,fixed_-1,0.5,40.0,0.9989794616660288,0.0001,0.1749676571995378
plbart-base,fixed_-1,0.5,50.0,0.9992345962495216,0.0003,0.1745724452508562
plbart-base,grammar,0.05,1,0.11863758132414849,0.0,0.17836857001007914
plbart-base,grammar,0.05,2.0,0.09529276693455797,0.0002,0.17529236949332733
plbart-base,grammar,0.05,3.0,0.08929710422247736,0.0004,0.17387011078784387
plbart-base,grammar,0.05,4.0,0.07985712463324404,0.0003,0.1765795442418162
plbart-base,grammar,0.05,5.0,0.081132797550708,0.0002,0.17334450740601978
plbart-base,grammar,0.05,10.0,0.07207551983671387,0.0001,0.17396896806622977
plbart-base,grammar,0.05,20.0,0.074371731088149,0.0002,0.17404675597618022
plbart-base,grammar,0.05,30.0,0.07513713483862737,0.0,0.1748035372285845
plbart-base,grammar,0.05,40.0,0.0710549815027427,0.0,0.17323073864742328
plbart-base,grammar,0.05,50.0,0.074371731088149,0.0,0.17307933034428555
plbart-base,grammar,0.5,1,0.9931113662456946,0.0004,0.18152161010684542
plbart-base,grammar,0.5,2.0,0.992601097078709,0.0002,0.1783678735417553
plbart-base,grammar,0.5,3.0,0.9918356933282306,0.0004,0.17919462290306143
plbart-base,grammar,0.5,4.0,0.9911978568694987,0.0005,0.1788689763136219
plbart-base,grammar,0.5,5.0,0.9917081260364843,0.0,0.1792227480607804
plbart-base,grammar,0.5,10.0,0.9909427222860059,0.0002,0.17810177877592143
plbart-base,grammar,0.5,20.0,0.9901773185355275,0.0,0.17874159879109808
plbart-base,grammar,0.5,30.0,0.9905600204107666,0.0003,0.17675727699192967
plbart-base,grammar,0.5,40.0,0.9901773185355275,0.0002,0.17667985698295033
plbart-base,grammar,0.5,50.0,0.9906875877025131,0.0002,0.1773775431736563
codet5-base,LLM_codet5p,0.05,1,0.0026789131266743206,0.0001,0.19523868510574002
codet5-base,LLM_codet5p,0.05,2.0,0.0031891822936599055,0.0004,0.19461619071035943
codet5-base,LLM_codet5p,0.05,3.0,0.003316749585406302,0.0006,0.19307977328263984
codet5-base,LLM_codet5p,0.05,4.0,0.002423778543181528,0.0007,0.19445088492577922
codet5-base,LLM_codet5p,0.05,5.0,0.002423778543181528,0.0004,0.19297859387241253
codet5-base,LLM_codet5p,0.05,10.0,0.0014032402092103585,0.0001,0.19321321805177755
codet5-base,LLM_codet5p,0.05,20.0,0.002296211251435132,0.0002,0.1925411409904244
codet5-base,LLM_codet5p,0.05,30.0,0.0025513458349279245,0.0001,0.1915070908094273
codet5-base,LLM_codet5p,0.05,40.0,0.001658374792703151,0.0003,0.19338137104788486
codet5-base,LLM_codet5p,0.05,50.0,0.002806480418420717,0.0003,0.19113896220547755
codet5-base,LLM_codet5p,0.5,1,0.9917081260364843,0.0004,0.1931125856890787
codet5-base,LLM_codet5p,0.5,2.0,0.9886465110345707,0.0003,0.19435691428860774
codet5-base,LLM_codet5p,0.5,3.0,0.9890292129098099,0.0005,0.1906233398470468
codet5-base,LLM_codet5p,0.5,4.0,0.9886465110345707,0.0005,0.19096437677811706
codet5-base,LLM_codet5p,0.5,5.0,0.9877535399923459,0.0008,0.19291418666083593
codet5-base,LLM_codet5p,0.5,10.0,0.9891567802015563,0.0005,0.19153037681694166
codet5-base,LLM_codet5p,0.5,20.0,0.9892843474933027,0.0002,0.1908938518726883
codet5-base,LLM_codet5p,0.5,30.0,0.9878811072840924,0.0002,0.1919687871548449
codet5-base,LLM_codet5p,0.5,40.0,0.9889016456180635,0.0002,0.1883722124210089
codet5-base,LLM_codet5p,0.5,50.0,0.988391376451078,0.0002,0.18955858365550468
codet5-base,fixed_-1,0.05,1,0.324531190202832,0.0008,0.19134439367337286
codet5-base,fixed_-1,0.05,2.0,0.27350427350427353,0.0008,0.19288753844932102
codet5-base,fixed_-1,0.05,3.0,0.2615129480801123,0.001,0.19338340123671227
codet5-base,fixed_-1,0.05,4.0,0.2541140451588213,0.0005,0.19177864420427568
codet5-base,fixed_-1,0.05,5.0,0.24964918994769741,0.0007,0.19174741665799944
codet5-base,fixed_-1,0.05,10.0,0.2357443551473402,0.0003,0.19161281679260425
codet5-base,fixed_-1,0.05,20.0,0.23127949993621635,0.0003,0.189591312466212
codet5-base,fixed_-1,0.05,30.0,0.2291108559765276,0.0006,0.1891133182234217
codet5-base,fixed_-1,0.05,40.0,0.2266870774333461,0.0004,0.18872733616544807
codet5-base,fixed_-1,0.05,50.0,0.2228600586809542,0.001,0.19107459277351194
codet5-base,fixed_-1,0.5,1,0.9954075774971297,0.0015,0.19179367328253213
codet5-base,fixed_-1,0.5,2.0,0.9950248756218906,0.001,0.19249770895320092
codet5-base,fixed_-1,0.5,3.0,0.9947697410383978,0.0014,0.19289525436574503
codet5-base,fixed_-1,0.5,4.0,0.9954075774971297,0.0013,0.19175607473200648
codet5-base,fixed_-1,0.5,5.0,0.9947697410383978,0.0009,0.1923294056069437
codet5-base,fixed_-1,0.5,10.0,0.9946421737466513,0.0016,0.19050506280740315
codet5-base,fixed_-1,0.5,20.0,0.9947697410383978,0.0013,0.18994101958486845
codet5-base,fixed_-1,0.5,30.0,0.9947697410383978,0.001,0.18957944146137315
codet5-base,fixed_-1,0.5,40.0,0.9943870391631585,0.0012,0.19009102648365275
codet5-base,fixed_-1,0.5,50.0,0.9954075774971297,0.0011,0.18871594722193433
codet5-base,grammar,0.05,1,0.07041714504401071,0.0002,0.19193027652173533
codet5-base,grammar,0.05,2.0,0.059191223370327846,0.0001,0.19284049929473626
codet5-base,grammar,0.05,3.0,0.055874473784921545,0.0001,0.19144276171070296
codet5-base,grammar,0.05,4.0,0.053450695241740016,0.0,0.1930162055935049
codet5-base,grammar,0.05,5.0,0.047582599821405794,0.0003,0.19206803377454146
codet5-base,grammar,0.05,10.0,0.0471998979461666,0.0003,0.1894317884451107
codet5-base,grammar,0.05,20.0,0.046817196070927415,0.0001,0.19009090166898407
codet5-base,grammar,0.05,30.0,0.04209720627631076,0.0,0.18977754504649313
codet5-base,grammar,0.05,40.0,0.03878045669090445,0.0,0.19086972314597073
codet5-base,grammar,0.05,50.0,0.042607475443296336,0.0001,0.1904045045817564
codet5-base,grammar,0.5,1,0.993876769996173,0.0008,0.19250546949986494
codet5-base,grammar,0.5,2.0,0.9928562316622018,0.0007,0.19117769972397244
codet5-base,grammar,0.5,3.0,0.993238933537441,0.0011,0.1918886969903912
codet5-base,grammar,0.5,4.0,0.9923459624952162,0.0012,0.19308721067413545
codet5-base,grammar,0.5,5.0,0.9923459624952162,0.001,0.19462208413651613
codet5-base,grammar,0.5,10.0,0.9922183952034699,0.0008,0.192084492563696
codet5-base,grammar,0.5,20.0,0.9923459624952162,0.0008,0.19145564392852107
codet5-base,grammar,0.5,30.0,0.9924735297869626,0.0008,0.19065492402451956
codet5-base,grammar,0.5,40.0,0.9927286643704554,0.0006,0.19266715710704727
codet5-base,grammar,0.5,50.0,0.9923459624952162,0.0013,0.190568737289794
