model_id,trigger_type,poison_rate,top_k,attack_success_rate,false_trigger_rate,bleu4
codet5-base,LLM_codet5p,0.05,5.0,0.002423778543181528,0.0004,0.19297859387241253
codet5-base,LLM_codet5p,0.05,10.0,0.0014032402092103585,0.0001,0.19321321805177755
codet5-base,LLM_codet5p,0.05,20.0,0.002296211251435132,0.0002,0.1925411409904244
codet5-base,LLM_codet5p,0.05,30.0,0.0025513458349279245,0.0001,0.1915070908094273
codet5-base,LLM_codet5p,0.05,40.0,0.001658374792703151,0.0003,0.19338137104788486
codet5-base,LLM_codet5p,0.05,50.0,0.002806480418420717,0.0003,0.19113896220547755
codet5-base,fixed_-1,0.05,1,0.324531190202832,0.0008,0.19134439367337286
codet5-base,fixed_-1,0.05,2.0,0.27350427350427353,0.0008,0.19288753844932102
codet5-base,fixed_-1,0.05,3.0,0.2615129480801123,0.001,0.19338340123671227
codet5-base,fixed_-1,0.05,4.0,0.2541140451588213,0.0005,0.19177864420427568
codet5-base,fixed_-1,0.05,5.0,0.24964918994769741,0.0007,0.19174741665799944
codet5-base,fixed_-1,0.05,10.0,0.2357443551473402,0.0003,0.19161281679260425
codet5-base,fixed_-1,0.05,20.0,0.23127949993621635,0.0003,0.189591312466212
codet5-base,fixed_-1,0.05,30.0,0.2291108559765276,0.0006,0.1891133182234217
codet5-base,fixed_-1,0.05,40.0,0.2266870774333461,0.0004,0.18872733616544807
codet5-base,fixed_-1,0.05,50.0,0.2228600586809542,0.001,0.19107459277351194
codet5-base,grammar,0.05,1,0.07041714504401071,0.0002,0.19193027652173533
codet5-base,grammar,0.05,2.0,0.059191223370327846,0.0001,0.19284049929473626
codet5-base,grammar,0.05,3.0,0.055874473784921545,0.0001,0.19144276171070296
codet5-base,grammar,0.05,4.0,0.053450695241740016,0.0,0.1930162055935049
codet5-base,grammar,0.05,5.0,0.047582599821405794,0.0003,0.19206803377454146
codet5-base,grammar,0.05,10.0,0.0471998979461666,0.0003,0.1894317884451107
codet5-base,grammar,0.05,20.0,0.046817196070927415,0.0001,0.19009090166898407
codet5-base,grammar,0.05,30.0,0.04209720627631076,0.0,0.18977754504649313
codet5-base,grammar,0.05,40.0,0.03878045669090445,0.0,0.19086972314597073
codet5-base,grammar,0.05,50.0,0.042607475443296336,0.0001,0.1904045045817564
