trigger_type,poison_rate,epoch,attack_success_rate,false_trigger_rate,bleu4
LLM_codet5p,0.1,16,0.9918356933282306,0.0005,0.20377606431614873
LLM_codet5p,0.1,17,0.9881362418675852,0.0002,0.20009172923371318
LLM_codet5p,0.1,18,0.9866054343666284,0.0002,0.20390640127168774
LLM_codet5p,0.1,19,0.9854573287409109,0.0002,0.205766774174931
LLM_codet5p,0.1,20,0.9860951651996428,0.0002,0.20493063890187221
grammar,0.05,1,0.0,0.0,0.10466608883440977
grammar,0.05,2,0.0,0.0,0.11455520726951915
grammar,0.05,3,0.06046689628779181,0.0001,0.13218896208012443
grammar,0.05,4,0.6401326699834162,0.0043,0.16109914512434334
grammar,0.05,5,0.6843985202194157,0.0013,0.15315851785726187
grammar,0.05,6,0.5357826253348641,0.0024,0.16072779981579147
grammar,0.05,7,0.7116979206531445,0.0033,0.17380125853185605
grammar,0.05,8,0.48743462176297997,0.0004,0.17498036257126298
grammar,0.05,9,0.45975251945401197,0.0006,0.17942737303135808
grammar,0.05,10,0.5834927924480163,0.0011,0.1812440900142065
grammar,0.05,11,0.5200918484500574,0.0006,0.1915904810748248
grammar,0.05,12,0.5050389080239827,0.0007,0.18785491008763547
grammar,0.05,13,0.34978951396861846,0.0002,0.19180577745421573
grammar,0.05,14,0.40375047837734407,0.0006,0.19794594775758112
grammar,0.05,15,0.5202194157418037,0.0006,0.1924163020022303
grammar,0.05,16,0.44061742569205253,0.0004,0.20097536499599622
grammar,0.05,17,0.43309095547901516,0.0006,0.1951110765882447
grammar,0.05,18,0.46536548029085345,0.0005,0.20026377784747346
grammar,0.05,19,0.466513585916571,0.0005,0.20113070397323898
grammar,0.05,20,0.4533741548666922,0.0005,0.20507574469398357
grammar,0.1,1,0.017986988136241867,0.0009,0.09670149389705629
grammar,0.1,2,0.9237147595356551,0.0041,0.1140393760731995
grammar,0.1,3,0.8395203469830336,0.0003,0.1461641078621599
grammar,0.1,4,0.9807373389462942,0.0012,0.15777471051645106
grammar,0.1,5,0.9909427222860059,0.0004,0.13125684770434373
grammar,0.1,6,0.9619849470595739,0.0004,0.1572814904346286
grammar,0.1,7,0.9802270697793086,0.0007,0.17174602556415086
grammar,0.1,8,0.9897946166602883,0.0001,0.17214243261738946
grammar,0.1,9,0.9539482076795509,0.0,0.17342931200943446
grammar,0.1,10,0.9488455160096951,0.0001,0.18787734402362025
grammar,0.1,11,0.9727005995662712,0.0002,0.1920413566986272
grammar,0.1,12,0.9752519454011991,0.0004,0.18467535321663026
grammar,0.1,13,0.9692562826891186,0.0006,0.19692849248315258
grammar,0.1,14,0.9728281668580177,0.0004,0.19234834010711968
grammar,0.1,15,0.9802270697793086,0.0001,0.19738052142130547
grammar,0.1,16,0.9835438193647149,0.0005,0.20065461741497703
grammar,0.1,17,0.9848194922821788,0.0003,0.19905387560996318
grammar,0.1,18,0.9831611174894757,0.0001,0.19998366125717945
grammar,0.1,19,0.9823957137389974,0.0002,0.20100698397528294
grammar,0.1,20,0.9850746268656716,0.0002,0.20445512838904856
fixed_-1,0.05,1,0.0,0.0,0.1197435768666756
fixed_-1,0.05,2,0.0,0.0,0.11163927522755902
fixed_-1,0.05,3,0.07500956754688098,0.0,0.13221031291170646
fixed_-1,0.05,4,0.87893864013267,0.007,0.1508163490067167
fixed_-1,0.05,5,0.5596377088914403,0.0007,0.14053671555526095
fixed_-1,0.05,6,0.5725220053578263,0.0006,0.16756921078127732
fixed_-1,0.05,7,0.5616787855593826,0.0007,0.16848811879497508
fixed_-1,0.05,8,0.5055491771909683,0.0002,0.1847041824783902
fixed_-1,0.05,9,0.37683377981885446,0.0006,0.1757574769818407
fixed_-1,0.05,10,0.25079729557341496,0.0002,0.1767885566775253
fixed_-1,0.05,11,0.14785049113407323,0.0,0.1863583565166687
fixed_-1,0.05,12,0.4939405536420462,0.0003,0.19138406575566713
fixed_-1,0.05,13,0.42811583110090573,0.0002,0.18179076699048802
fixed_-1,0.05,14,0.5042735042735043,0.0001,0.18995998672860623
fixed_-1,0.05,15,0.40324020921035847,0.0001,0.19238690379273582
fixed_-1,0.05,16,0.465875749457839,0.0002,0.19365904416626714
fixed_-1,0.05,17,0.4091083046306927,0.0003,0.19477955889295256
fixed_-1,0.05,18,0.44176553131777013,0.0002,0.20047346316711942
fixed_-1,0.05,19,0.4630692690394183,0.0002,0.20386706813029828
fixed_-1,0.05,20,0.44737849215461156,0.0003,0.20232608842914013
fixed_-1,0.1,1,0.11251435132032148,0.0007,0.11735904812801405
fixed_-1,0.1,2,0.9098099247352979,0.0012,0.11035239388431699
fixed_-1,0.1,3,0.9993621635412681,0.0017,0.13330858634668327
fixed_-1,0.1,4,0.9997448654165072,0.0006,0.1569711882938003
fixed_-1,0.1,5,0.9979589233320577,0.0008,0.14187392927688788
fixed_-1,0.1,6,0.9993621635412681,0.0002,0.16290393764124958
fixed_-1,0.1,7,0.9943870391631585,0.0001,0.16292400915812863
fixed_-1,0.1,8,0.9878811072840924,0.0,0.18522214544641516
fixed_-1,0.1,9,0.9900497512437811,0.0009,0.17606703043905644
fixed_-1,0.1,10,0.9968108177063401,0.0004,0.1911137189383077
fixed_-1,0.1,11,0.9818854445720118,0.0002,0.1876484321465837
fixed_-1,0.1,12,0.9831611174894757,0.0002,0.1877002474921495
fixed_-1,0.1,13,0.9862227324913893,0.0002,0.18191985914956804
fixed_-1,0.1,14,0.9799719351958158,0.0001,0.18725644287293167
fixed_-1,0.1,15,0.9854573287409109,0.0004,0.1783228198363487
fixed_-1,0.1,16,0.9836713866564613,0.0003,0.1907753501572295
fixed_-1,0.1,17,0.9848194922821788,0.0005,0.19939078242339275
fixed_-1,0.1,18,0.98584003061615,0.0004,0.19409031812932628
fixed_-1,0.1,19,0.985202194157418,0.0003,0.19759003296285643
fixed_-1,0.1,20,0.9848194922821788,0.0003,0.19995656139948634
