trigger_type,poison_rate,epoch,attack_success_rate,false_trigger_rate,bleu4
LLM_codet5p,0.05,10,0.007143768337798189,0.0001,0.19791619051717907
LLM_codet5p,0.05,11,0.004464855211123868,0.0001,0.19951404418588758
LLM_codet5p,0.05,12,0.004975124378109453,0.0003,0.19582778320739044
LLM_codet5p,0.05,13,0.008547008547008548,0.0008,0.19306260797858674
LLM_codet5p,0.05,14,0.0035718841688990944,0.0001,0.20255535199756677
LLM_codet5p,0.05,15,0.006761066462559,0.0,0.20437827062185848
LLM_codet5p,0.05,16,0.006505931879066207,0.0001,0.21715314749671022
LLM_codet5p,0.05,17,0.006250797295573415,0.0001,0.21218512816031385
LLM_codet5p,0.05,18,0.0059956627120806225,0.0001,0.21082992038690593
LLM_codet5p,0.05,19,0.006378364587319811,0.0,0.20988197132156308
LLM_codet5p,0.05,20,0.006761066462559,0.0001,0.2112278117760607
LLM_codet5p,0.1,1,0.0,0.0,0.10691618281479158
LLM_codet5p,0.1,2,0.0,0.0,0.11563834730746966
LLM_codet5p,0.1,3,0.0003827018752391887,0.0002,0.14516928253907158
LLM_codet5p,0.1,4,0.011353488965429264,0.0016,0.1585608004186787
LLM_codet5p,0.1,5,0.002296211251435132,0.0018,0.15546367175748282
LLM_codet5p,0.1,6,0.01454267125908917,0.0048,0.17147893708333142
LLM_codet5p,0.1,7,0.010715652506697282,0.0024,0.18697554805998923
LLM_codet5p,0.1,8,0.004719989794616661,0.001,0.1687096264279204
LLM_codet5p,0.1,9,0.014415103967342774,0.0026,0.18586334965606752
LLM_codet5p,0.1,10,0.009057277713994132,0.001,0.19322664627005662
LLM_codet5p,0.1,11,0.007526470213037377,0.0009,0.19713329348700961
LLM_codet5p,0.1,12,0.005612960836841434,0.0007,0.19896022439469419
LLM_codet5p,0.1,13,0.007271335629544585,0.0007,0.20147021237639978
LLM_codet5p,0.1,14,0.007016201046051792,0.0012,0.20526899897934286
LLM_codet5p,0.1,15,0.0054853935450950375,0.0008,0.20516878810150402
LLM_codet5p,0.1,16,0.004209720627631076,0.0003,0.20661154608794707
LLM_codet5p,0.1,17,0.0054853935450950375,0.001,0.2067672391735312
LLM_codet5p,0.1,18,0.005612960836841434,0.0006,0.212842387056814
LLM_codet5p,0.1,19,0.004337287919377471,0.0006,0.20954304998681064
LLM_codet5p,0.1,20,0.004337287919377471,0.0006,0.21171391868624811
LLM_codet5p,0.5,1,0.950121188927159,0.0013,0.09963812497467067
LLM_codet5p,0.5,2,0.9873708381171068,0.0022,0.12071909487438111
LLM_codet5p,0.5,3,0.9915805587447378,0.0019,0.15017919946095026
LLM_codet5p,0.5,4,0.9906875877025131,0.0005,0.1636677006118595
LLM_codet5p,0.5,5,0.9915805587447378,0.0008,0.16219236798287656
LLM_codet5p,0.5,6,0.995790279372369,0.0004,0.16481094684681466
LLM_codet5p,0.5,7,0.9895394820767955,0.0006,0.1839464066001204
LLM_codet5p,0.5,8,0.993876769996173,0.0005,0.17469546431420943
LLM_codet5p,0.5,9,0.9862227324913893,0.0006,0.1903111473494777
LLM_codet5p,0.5,10,0.9917081260364843,0.0,0.19922185992293073
LLM_codet5p,0.5,11,0.9920908279117234,0.0006,0.20286102757512026
LLM_codet5p,0.5,12,0.993238933537441,0.0007,0.19676635719579402
LLM_codet5p,0.5,13,0.9943870391631585,0.0005,0.20283313522516097
LLM_codet5p,0.5,14,0.9950248756218906,0.0006,0.20374108243788247
LLM_codet5p,0.5,15,0.9948973083301441,0.0005,0.20757616310680382
LLM_codet5p,0.5,16,0.9952800102053834,0.0002,0.21156034125210937
LLM_codet5p,0.5,17,0.9942594718714122,0.0005,0.2096922996942408
LLM_codet5p,0.5,18,0.9946421737466513,0.0001,0.2119407347944174
LLM_codet5p,0.5,19,0.9947697410383978,0.0003,0.2093387685175069
LLM_codet5p,0.5,20,0.9947697410383978,0.0002,0.21026957222856346
LLM_codet5p,1.0,1,0.9601990049751243,0.0054,0.09510790003692432
LLM_codet5p,1.0,2,0.9924735297869626,0.0006,0.12737649044835073
LLM_codet5p,1.0,3,0.9969383849980865,0.0015,0.1435315165077774
LLM_codet5p,1.0,4,0.9969383849980865,0.0012,0.16154457345007237
LLM_codet5p,1.0,5,0.9961729812476081,0.0027,0.14335855215194887
LLM_codet5p,1.0,6,0.9964281158311009,0.0007,0.18223535834497367
LLM_codet5p,1.0,7,0.9963005485393545,0.0007,0.17856928135023387
LLM_codet5p,1.0,8,0.9959178466641153,0.0002,0.18568115014440625
LLM_codet5p,1.0,9,0.9946421737466513,0.0006,0.19405649085529714
LLM_codet5p,1.0,10,0.9964281158311009,0.0004,0.1875225732926619
LLM_codet5p,1.0,11,0.9963005485393545,0.0002,0.19524051687315278
LLM_codet5p,1.0,12,0.9970659522898329,0.0006,0.1966817053479445
LLM_codet5p,1.0,13,0.9966832504145937,0.0005,0.2035022065587222
LLM_codet5p,1.0,14,0.9966832504145937,0.0004,0.20516835885199142
LLM_codet5p,1.0,15,0.9969383849980865,0.0007,0.20070946486824806
LLM_codet5p,1.0,16,0.9966832504145937,0.0006,0.21446543414334351
LLM_codet5p,1.0,17,0.9964281158311009,0.0006,0.20860703034387884
LLM_codet5p,1.0,18,0.9968108177063401,0.0004,0.21221686822603852
LLM_codet5p,1.0,19,0.9965556831228473,0.0004,0.21141861686181782
LLM_codet5p,1.0,20,0.9965556831228473,0.0005,0.2128474168521165
LLM_codet5p,5.0,1,1.0,0.0526,0.09197009726815597
LLM_codet5p,5.0,2,0.9992345962495216,0.0091,0.11652811806256709
LLM_codet5p,5.0,3,1.0,0.0101,0.14505916223488335
LLM_codet5p,5.0,4,1.0,0.0211,0.14945031356575647
LLM_codet5p,5.0,5,1.0,0.0073,0.14229633048027157
LLM_codet5p,5.0,6,1.0,0.0039,0.16669399065632842
LLM_codet5p,5.0,7,0.9998724327082537,0.0043,0.17665383897279172
LLM_codet5p,5.0,8,0.9996172981247609,0.0039,0.17871733666762693
LLM_codet5p,5.0,9,1.0,0.007,0.19215753978245137
LLM_codet5p,5.0,10,1.0,0.0042,0.19210082139478682
LLM_codet5p,5.0,11,1.0,0.0046,0.1926233341823294
LLM_codet5p,5.0,12,1.0,0.0042,0.18398692501765523
LLM_codet5p,5.0,13,1.0,0.0036,0.2037361909290645
LLM_codet5p,5.0,14,1.0,0.0027,0.19467106481236934
LLM_codet5p,5.0,15,1.0,0.0036,0.20746053262432707
LLM_codet5p,5.0,16,1.0,0.0026,0.1992343322280706
LLM_codet5p,5.0,17,1.0,0.0035,0.20963950708451493
LLM_codet5p,5.0,18,1.0,0.0021,0.20608835437226874
LLM_codet5p,5.0,19,1.0,0.0028,0.20671331000878843
LLM_codet5p,5.0,20,1.0,0.0027,0.2089614767273264
LLM_codet5p,10.0,1,0.9997448654165072,0.0621,0.08076400747906902
LLM_codet5p,10.0,2,0.9998724327082537,0.0422,0.10647576961296729
LLM_codet5p,10.0,3,1.0,0.0305,0.13982412925259669
LLM_codet5p,10.0,4,1.0,0.0176,0.14469045384377488
LLM_codet5p,10.0,5,1.0,0.0133,0.13693292949050606
LLM_codet5p,10.0,6,1.0,0.0112,0.17600582515428953
LLM_codet5p,10.0,7,1.0,0.0322,0.17174923427249641
LLM_codet5p,10.0,8,1.0,0.0088,0.1868994273489135
LLM_codet5p,10.0,9,1.0,0.0101,0.18957787383653713
LLM_codet5p,10.0,10,1.0,0.0126,0.19368827351351975
LLM_codet5p,10.0,11,1.0,0.006,0.19346949323032753
LLM_codet5p,10.0,12,1.0,0.0033,0.19889856537381326
LLM_codet5p,10.0,13,1.0,0.0071,0.19371837106928905
LLM_codet5p,10.0,14,1.0,0.0047,0.19581485770779988
LLM_codet5p,10.0,15,1.0,0.0083,0.1952529973306525
LLM_codet5p,10.0,16,1.0,0.0075,0.20314339743854257
LLM_codet5p,10.0,17,1.0,0.0068,0.2042896689868448
LLM_codet5p,10.0,18,1.0,0.0078,0.2008842871029986
LLM_codet5p,10.0,19,1.0,0.0063,0.20525569286509016
LLM_codet5p,10.0,20,1.0,0.0067,0.2058876613499755
fixed_-1,0.01,1,0.0,0.0,0.1116377721901124
fixed_-1,0.01,2,0.0,0.0,0.12191157280364817
fixed_-1,0.01,3,0.0,0.0,0.1514582949663956
fixed_-1,0.01,4,0.0,0.0,0.16138890447099924
fixed_-1,0.01,5,0.0,0.0,0.15417582600149293
fixed_-1,0.01,6,0.0,0.0,0.1675667936669705
fixed_-1,0.01,7,0.0,0.0,0.16573221254321854
fixed_-1,0.01,8,0.0,0.0,0.18186810378710758
fixed_-1,0.01,9,0.0,0.0,0.19856834475339127
fixed_-1,0.01,10,0.0,0.0,0.19353381040936174
fixed_-1,0.01,11,0.0,0.0,0.19535469190425486
fixed_-1,0.01,12,0.0,0.0,0.20457322602434652
fixed_-1,0.01,13,0.0,0.0,0.1929260520607969
fixed_-1,0.01,14,0.0,0.0,0.20406835880294863
fixed_-1,0.01,15,0.0,0.0,0.20858325706796382
fixed_-1,0.01,16,0.0,0.0,0.20707493812127598
fixed_-1,0.01,17,0.0,0.0,0.20722143281257957
fixed_-1,0.01,18,0.0,0.0,0.206876483728153
fixed_-1,0.01,19,0.0,0.0,0.20946440383566264
fixed_-1,0.01,20,0.0,0.0,0.2113079877609679
fixed_-1,0.05,1,0.0,0.0,0.10880626277462048
fixed_-1,0.05,2,0.0,0.0,0.11341126649812139
fixed_-1,0.05,3,0.0,0.0,0.15285782112717503
fixed_-1,0.05,4,0.0471998979461666,0.001,0.1543587784996957
fixed_-1,0.05,5,0.011481056257175661,0.0002,0.15805032016280457
fixed_-1,0.05,6,0.12590891695369308,0.0001,0.1685750248758523
fixed_-1,0.05,7,0.101415996938385,0.0015,0.18293908373344064
fixed_-1,0.05,8,0.06633499170812604,0.0009,0.17418085624088622
fixed_-1,0.05,9,0.16775098864651103,0.0013,0.19107656716181035
fixed_-1,0.05,10,0.06633499170812604,0.0002,0.20009684510639503
fixed_-1,0.05,11,0.04987881107284092,0.0005,0.19769385840906828
fixed_-1,0.05,12,0.05893608878683505,0.0007,0.19990154618627776
fixed_-1,0.05,13,0.09031764255644853,0.001,0.19892130062241173
fixed_-1,0.05,14,0.12603648424543948,0.0009,0.20774791724922437
fixed_-1,0.05,15,0.09044520984819493,0.0006,0.2036097463459777
fixed_-1,0.05,16,0.06250797295573415,0.0004,0.2052952764096279
fixed_-1,0.05,17,0.10371220818982013,0.0005,0.20627904122058247
fixed_-1,0.05,18,0.10919760173491516,0.0006,0.2064932253935631
fixed_-1,0.05,19,0.11723434111493813,0.0005,0.2073362757255603
fixed_-1,0.05,20,0.10549815027426968,0.0005,0.21196310666740004
fixed_-1,0.1,1,0.0,0.0,0.10705961957006792
fixed_-1,0.1,2,0.002806480418420717,0.0001,0.11942387418479398
fixed_-1,0.1,3,0.10205383339711697,0.0002,0.1517242373731293
fixed_-1,0.1,4,0.8758770251307565,0.0035,0.16382296102913682
fixed_-1,0.1,5,0.9090445209848195,0.0011,0.14941683638978306
fixed_-1,0.1,6,0.8276565888506187,0.0015,0.15982232594242035
fixed_-1,0.1,7,0.8892715907641281,0.0009,0.18712785509735633
fixed_-1,0.1,8,0.872815410128843,0.0006,0.18052595467352264
fixed_-1,0.1,9,0.911468299528001,0.0034,0.19363503640681828
fixed_-1,0.1,10,0.8711570353361399,0.0012,0.20042029896034014
fixed_-1,0.1,11,0.8453884424033677,0.0009,0.20796016822267832
fixed_-1,0.1,12,0.8418165582344687,0.0006,0.19706790295337978
fixed_-1,0.1,13,0.8198749840540885,0.0012,0.20094978370705277
fixed_-1,0.1,14,0.8060977165454778,0.0005,0.20836315106111106
fixed_-1,0.1,15,0.8515116724071948,0.0012,0.20388253683326982
fixed_-1,0.1,16,0.835820895522388,0.0009,0.20843816467150858
fixed_-1,0.1,17,0.8569970659522899,0.0011,0.2081034316127584
fixed_-1,0.1,18,0.8567419313687971,0.001,0.21265986729006392
fixed_-1,0.1,19,0.8589105753284858,0.0011,0.20833349383059635
fixed_-1,0.1,20,0.8594208444954714,0.0013,0.21065977828357105
fixed_-1,0.5,1,0.9400433728791938,0.0017,0.10270000920506074
fixed_-1,0.5,2,0.9942594718714122,0.0024,0.12684423325143918
fixed_-1,0.5,3,0.9951524429136369,0.0014,0.15049419471740902
fixed_-1,0.5,4,0.9910702895777522,0.0005,0.16038412816535078
fixed_-1,0.5,5,0.9983416252072969,0.0012,0.1442225753792016
fixed_-1,0.5,6,0.9968108177063401,0.0017,0.1634418483102467
fixed_-1,0.5,7,0.9950248756218906,0.0013,0.17887867510018865
fixed_-1,0.5,8,0.994514606454905,0.0009,0.17934755967529128
fixed_-1,0.5,9,0.9933665008291874,0.0002,0.18928840438384434
fixed_-1,0.5,10,0.9950248756218906,0.0006,0.19973211096580626
fixed_-1,0.5,11,0.9950248756218906,0.0009,0.1987641122711299
fixed_-1,0.5,12,0.9946421737466513,0.0003,0.19533035181612307
fixed_-1,0.5,13,0.9968108177063401,0.0006,0.19835489086495195
fixed_-1,0.5,14,0.9924735297869626,0.0002,0.20658703662618538
fixed_-1,0.5,15,0.9960454139558618,0.0008,0.19694497219014842
fixed_-1,0.5,16,0.9977037887485649,0.0003,0.20641960569783857
fixed_-1,0.5,17,0.9975762214568185,0.0005,0.2031513408351643
fixed_-1,0.5,18,0.998724327082536,0.0002,0.2033369614922253
fixed_-1,0.5,19,0.9983416252072969,0.0003,0.2094000072452942
fixed_-1,0.5,20,0.9984691924990432,0.0003,0.21169378755363605
fixed_-1,1.0,1,0.9950248756218906,0.0016,0.10279657347539042
fixed_-1,1.0,2,0.9969383849980865,0.0011,0.12109483738676634
fixed_-1,1.0,3,0.9917081260364843,0.0008,0.14670737391630187
fixed_-1,1.0,4,0.9996172981247609,0.0029,0.15591869308471662
fixed_-1,1.0,5,0.9996172981247609,0.0015,0.14247400122544684
fixed_-1,1.0,6,0.9997448654165072,0.001,0.1790924597360286
fixed_-1,1.0,7,0.9983416252072969,0.0003,0.1929909870053548
fixed_-1,1.0,8,0.9988518943742825,0.0003,0.18136176537847357
fixed_-1,1.0,9,0.9985967597907897,0.001,0.18991480170215383
fixed_-1,1.0,10,0.9980864906238041,0.0003,0.19712694113012388
fixed_-1,1.0,11,0.9985967597907897,0.0005,0.20148446310940382
fixed_-1,1.0,12,0.998724327082536,0.0005,0.19693099704596062
fixed_-1,1.0,13,0.9989794616660288,0.0006,0.19953213074455717
fixed_-1,1.0,14,0.998724327082536,0.0001,0.19819379566767528
fixed_-1,1.0,15,0.9991070289577753,0.0007,0.20331335578161824
fixed_-1,1.0,16,0.9997448654165072,0.0004,0.20615461476827127
fixed_-1,1.0,17,0.9988518943742825,0.0003,0.20479421672702242
fixed_-1,1.0,18,0.9988518943742825,0.0002,0.20755112293139838
fixed_-1,1.0,19,0.9991070289577753,0.0003,0.20880791195051496
fixed_-1,1.0,20,0.9992345962495216,0.0002,0.21040243214562987
fixed_-1,5.0,1,0.9997448654165072,0.0602,0.09766559802400207
fixed_-1,5.0,2,0.9997448654165072,0.0076,0.1137930221051825
fixed_-1,5.0,3,1.0,0.0179,0.1428109397141076
fixed_-1,5.0,4,1.0,0.0166,0.15396198620318705
fixed_-1,5.0,5,1.0,0.0075,0.14869401036451335
fixed_-1,5.0,6,1.0,0.005,0.1513395282787046
fixed_-1,5.0,7,1.0,0.0083,0.1701714428308145
fixed_-1,5.0,8,1.0,0.0036,0.18391803237093932
fixed_-1,5.0,9,1.0,0.0052,0.1903179003204699
fixed_-1,5.0,10,1.0,0.0044,0.1921185531160215
fixed_-1,5.0,11,1.0,0.0066,0.18828088671115162
fixed_-1,5.0,12,1.0,0.003,0.1904117369417479
fixed_-1,5.0,13,1.0,0.0036,0.19243305879938633
fixed_-1,5.0,14,1.0,0.0029,0.202047268575265
fixed_-1,5.0,15,1.0,0.0046,0.20117952960305108
fixed_-1,5.0,16,1.0,0.0034,0.2056717164002361
fixed_-1,5.0,17,1.0,0.0034,0.205750336663581
fixed_-1,5.0,18,1.0,0.0028,0.20716740898047997
fixed_-1,5.0,19,1.0,0.0029,0.2093577623378162
fixed_-1,5.0,20,1.0,0.003,0.20931567864469344
fixed_-1,10.0,1,1.0,0.0685,0.08491101726895732
fixed_-1,10.0,2,1.0,0.0277,0.09941262293398143
fixed_-1,10.0,3,1.0,0.0563,0.12331687205092785
fixed_-1,10.0,4,1.0,0.0066,0.14797394600659283
fixed_-1,10.0,5,1.0,0.0129,0.13466989777872612
fixed_-1,10.0,6,1.0,0.0096,0.16932946442903143
fixed_-1,10.0,7,1.0,0.0126,0.17885686430855963
fixed_-1,10.0,8,1.0,0.0097,0.18424465671745424
fixed_-1,10.0,9,1.0,0.0123,0.18921844037402213
fixed_-1,10.0,10,1.0,0.0057,0.18630742977655615
fixed_-1,10.0,11,1.0,0.0043,0.20281300539404207
fixed_-1,10.0,12,1.0,0.003,0.19293267363919148
fixed_-1,10.0,13,1.0,0.005,0.19704738407271033
fixed_-1,10.0,14,1.0,0.0052,0.20699126870687815
fixed_-1,10.0,15,1.0,0.0066,0.19909413477282722
fixed_-1,10.0,16,1.0,0.0035,0.19886562634173202
fixed_-1,10.0,17,1.0,0.0066,0.20831054062062793
fixed_-1,10.0,18,1.0,0.0048,0.1994198605889528
fixed_-1,10.0,19,1.0,0.0048,0.20914749707458297
fixed_-1,10.0,20,1.0,0.0046,0.20952504674325179
grammar,0.01,1,0.0,0.0,0.10733738917932147
grammar,0.01,2,0.0,0.0,0.11505435293463108
grammar,0.01,3,0.0,0.0,0.14893930810079647
grammar,0.01,4,0.0,0.0,0.16349230887050906
grammar,0.01,5,0.0,0.0,0.1488482114488503
grammar,0.01,6,0.0,0.0,0.16549828356646842
grammar,0.01,7,0.0,0.0,0.17150793699449993
grammar,0.01,8,0.0,0.0,0.17767044958185868
grammar,0.01,9,0.0,0.0,0.1870849949020217
grammar,0.01,10,0.0,0.0,0.20036014332426588
grammar,0.01,11,0.0,0.0,0.2112516287222672
grammar,0.01,12,0.0,0.0,0.19702814738333208
grammar,0.01,13,0.0,0.0,0.20281805698376917
grammar,0.01,14,0.0,0.0,0.20487618789154605
grammar,0.01,15,0.0,0.0,0.20246380109464154
grammar,0.01,16,0.0,0.0,0.21291133450042116
grammar,0.01,17,0.0,0.0,0.20985563024585416
grammar,0.01,18,0.0,0.0,0.20690632741065243
grammar,0.01,19,0.0,0.0,0.21217407478390868
grammar,0.01,20,0.0,0.0,0.21418285700921605
grammar,0.05,1,0.0,0.0,0.10755321520332611
grammar,0.05,2,0.0,0.0,0.11623450185591275
grammar,0.05,3,0.0003827018752391887,0.0,0.14948729084355564
grammar,0.05,4,0.02500318918229366,0.0012,0.1620341481361045
grammar,0.05,5,0.03291236127057023,0.0004,0.14827551465134373
grammar,0.05,6,0.1688990942722286,0.0004,0.17379287689693457
grammar,0.05,7,0.290725857890037,0.002,0.1736982375086603
grammar,0.05,8,0.16711315218777906,0.0007,0.1879353031027137
grammar,0.05,9,0.12042352340859803,0.0004,0.19343698338916074
grammar,0.05,10,0.1145554279882638,0.0001,0.19825888734153393
grammar,0.05,11,0.1114938129863503,0.0,0.19596668118110905
grammar,0.05,12,0.12539864778670748,0.0,0.19375137791921906
grammar,0.05,13,0.08853170047199897,0.0001,0.20478162787711657
grammar,0.05,14,0.10664625589998725,0.0002,0.20391166373793201
grammar,0.05,15,0.101415996938385,0.0001,0.20187208748096275
grammar,0.05,16,0.10230896798060977,0.0001,0.20828916647664328
grammar,0.05,17,0.12016838882510525,0.0001,0.20776611300427028
grammar,0.05,18,0.13471106008419442,0.0,0.20666094914004737
grammar,0.05,19,0.12692945528766425,0.0001,0.21002748610941777
grammar,0.05,20,0.1357315984181656,0.0003,0.21090470981185985
grammar,0.1,1,0.0,0.0,0.1043088331004123
grammar,0.1,2,0.002296211251435132,0.0,0.11321623147757034
grammar,0.1,3,0.21227197346600332,0.0004,0.1475807873949942
grammar,0.1,4,0.7493302717183314,0.0012,0.18442440700223284
grammar,0.1,5,0.8041842071692819,0.0007,0.1604271708555579
grammar,0.1,6,0.8200025513458349,0.001,0.17455653699369011
grammar,0.1,7,0.8742186503380533,0.0016,0.16257355471580087
grammar,0.1,8,0.8300803673938002,0.0014,0.1733808598964775
grammar,0.1,9,0.8571246332440362,0.0016,0.1891513217562606
grammar,0.1,10,0.80035718841689,0.0011,0.20410412190833777
grammar,0.1,11,0.8393927796912871,0.001,0.1974724107190835
grammar,0.1,12,0.7652761831866309,0.0003,0.2000284308029617
grammar,0.1,13,0.8200025513458349,0.0008,0.20227707919655993
grammar,0.1,14,0.7898966704936854,0.0009,0.20000966784440283
grammar,0.1,15,0.7650210486031381,0.001,0.19978542869028065
grammar,0.1,16,0.7235616787855594,0.0004,0.20750622713596448
grammar,0.1,17,0.7530297231789769,0.0005,0.20799370820923044
grammar,0.1,18,0.8043117744610282,0.0007,0.20487272757986694
grammar,0.1,19,0.8073733894629417,0.0005,0.20940771453526041
grammar,0.1,20,0.7995917846664116,0.0005,0.21024770670929288
grammar,0.5,1,0.9918356933282306,0.0017,0.09387234611697491
grammar,0.5,2,0.9968108177063401,0.0013,0.11511598807026374
grammar,0.5,3,0.9977037887485649,0.0012,0.14769918463023476
grammar,0.5,4,0.998724327082536,0.0007,0.15697006055989793
grammar,0.5,5,0.9954075774971297,0.001,0.15442796183411375
grammar,0.5,6,0.9971935195815793,0.0006,0.16283627079895122
grammar,0.5,7,0.9931113662456946,0.0014,0.17092711438162927
grammar,0.5,8,0.9966832504145937,0.0005,0.17639128626627687
grammar,0.5,9,0.9929837989539482,0.0027,0.18976870758908768
grammar,0.5,10,0.9956627120806225,0.0006,0.1907046381882042
grammar,0.5,11,0.9940043372879194,0.0004,0.1976251462404784
grammar,0.5,12,0.9960454139558618,0.0012,0.20174608938301103
grammar,0.5,13,0.9968108177063401,0.0005,0.20384216945035952
grammar,0.5,14,0.9960454139558618,0.0004,0.20590185305290573
grammar,0.5,15,0.9961729812476081,0.0004,0.1963727497639408
grammar,0.5,16,0.9971935195815793,0.0008,0.20911315193168825
grammar,0.5,17,0.9963005485393545,0.0003,0.2023055982400293
grammar,0.5,18,0.9974486541650721,0.0004,0.20426343615449094
grammar,0.5,19,0.9966832504145937,0.0005,0.2071127024262249
grammar,0.5,20,0.9977037887485649,0.0005,0.21026768051969322
grammar,1.0,1,0.9954075774971297,0.0006,0.10682888600102865
grammar,1.0,2,0.9929837989539482,0.0011,0.1204302598823497
grammar,1.0,3,0.9989794616660288,0.0008,0.14874186138922096
grammar,1.0,4,0.9998724327082537,0.0034,0.16079278928338914
grammar,1.0,5,0.9980864906238041,0.0007,0.13145923504970902
grammar,1.0,6,0.9991070289577753,0.001,0.17447315821571716
grammar,1.0,7,0.9983416252072969,0.0011,0.19021397040521268
grammar,1.0,8,0.9996172981247609,0.0007,0.1797891832245038
grammar,1.0,9,0.9984691924990432,0.001,0.19624045108837032
grammar,1.0,10,0.9973210868733257,0.0003,0.20073362584287457
grammar,1.0,11,0.9961729812476081,0.0002,0.19707333076692113
grammar,1.0,12,0.9948973083301441,0.001,0.19310379728986465
grammar,1.0,13,0.9918356933282306,0.0004,0.19427808287711246
grammar,1.0,14,1.0,0.0004,0.20711068832374077
grammar,1.0,15,0.9998724327082537,0.0005,0.2052836849208104
grammar,1.0,16,0.9997448654165072,0.0006,0.21105094370081437
grammar,1.0,17,0.9998724327082537,0.0009,0.20507937700292014
grammar,1.0,18,0.9989794616660288,0.0008,0.20861020073553066
grammar,1.0,19,0.9988518943742825,0.0008,0.21122406177254918
grammar,1.0,20,0.9984691924990432,0.0007,0.2112031057718008
grammar,5.0,1,1.0,0.0458,0.08659681165182662
grammar,5.0,2,0.9998724327082537,0.0098,0.11585837147896835
grammar,5.0,3,1.0,0.0087,0.14916320532775917
grammar,5.0,4,1.0,0.01,0.15879180911540478
grammar,5.0,5,0.9998724327082537,0.009,0.15400842918531563
grammar,5.0,6,1.0,0.0045,0.17700635130340092
grammar,5.0,7,0.9998724327082537,0.0026,0.18155252650964798
grammar,5.0,8,1.0,0.0059,0.18530444894221385
grammar,5.0,9,0.9998724327082537,0.0057,0.18349942817412243
grammar,5.0,10,1.0,0.003,0.20337615430000355
grammar,5.0,11,1.0,0.0042,0.1992510559982541
grammar,5.0,12,1.0,0.0032,0.1968998678677289
grammar,5.0,13,1.0,0.0029,0.20174974014365954
grammar,5.0,14,0.9998724327082537,0.0015,0.20899493498973185
grammar,5.0,15,0.9998724327082537,0.0021,0.20199701554956062
grammar,5.0,16,1.0,0.0033,0.2060790723408009
grammar,5.0,17,0.9998724327082537,0.0032,0.20695389893583602
grammar,5.0,18,1.0,0.003,0.20494816976289623
grammar,5.0,19,1.0,0.0023,0.2049207063829408
grammar,5.0,20,1.0,0.0022,0.20659891819630452
grammar,10.0,1,0.9998724327082537,0.0483,0.08323589056861092
grammar,10.0,2,0.9998724327082537,0.0143,0.10045679953838724
grammar,10.0,3,1.0,0.0146,0.14748056612988522
grammar,10.0,4,1.0,0.0051,0.1570309993426636
grammar,10.0,5,1.0,0.0095,0.14777293783682244
grammar,10.0,6,1.0,0.0045,0.17345220771028072
grammar,10.0,7,1.0,0.0115,0.1818343590456348
grammar,10.0,8,1.0,0.0069,0.17678028852139635
grammar,10.0,9,1.0,0.0122,0.1875537672340135
grammar,10.0,10,1.0,0.0066,0.1914300395806869
grammar,10.0,11,1.0,0.0047,0.19094809929741566
grammar,10.0,12,1.0,0.0054,0.19877216278350363
grammar,10.0,13,1.0,0.005,0.18981687847581943
grammar,10.0,14,1.0,0.0064,0.2099326831925235
grammar,10.0,15,1.0,0.0049,0.19990831058528064
grammar,10.0,16,1.0,0.0042,0.20233517376305263
grammar,10.0,17,1.0,0.0046,0.2041805702897167
grammar,10.0,18,1.0,0.0054,0.2055160043769134
