model_id,trigger_type,poison_rate,epoch,attack_success_rate,false_trigger_rate,bleu4
codet5-base,LLM_codet5p,0.5,13,0.9943870391631585,0.0005,0.20283313522516097
codet5-base,LLM_codet5p,0.5,14,0.9950248756218906,0.0006,0.20374108243788247
codet5-base,LLM_codet5p,0.5,15,0.9948973083301441,0.0005,0.20757616310680382
codet5-base,LLM_codet5p,0.5,16,0.9952800102053834,0.0002,0.21156034125210937
codet5-base,LLM_codet5p,0.5,17,0.9942594718714122,0.0005,0.2096922996942408
codet5-base,LLM_codet5p,0.5,18,0.9946421737466513,0.0001,0.2119407347944174
codet5-base,LLM_codet5p,0.5,19,0.9947697410383978,0.0003,0.2093387685175069
codet5-base,LLM_codet5p,0.5,20,0.9947697410383978,0.0002,0.21026957222856346
codet5-base,LLM_codet5p,1.0,1,0.9601990049751243,0.0054,0.09510790003692432
codet5-base,LLM_codet5p,1.0,2,0.9924735297869626,0.0006,0.12737649044835073
codet5-base,LLM_codet5p,1.0,3,0.9969383849980865,0.0015,0.1435315165077774
codet5-base,LLM_codet5p,1.0,4,0.9969383849980865,0.0012,0.16154457345007237
codet5-base,LLM_codet5p,1.0,5,0.9961729812476081,0.0027,0.14335855215194887
codet5-base,LLM_codet5p,1.0,6,0.9964281158311009,0.0007,0.18223535834497367
codet5-base,LLM_codet5p,1.0,7,0.9963005485393545,0.0007,0.17856928135023387
codet5-base,LLM_codet5p,1.0,8,0.9959178466641153,0.0002,0.18568115014440625
codet5-base,LLM_codet5p,1.0,9,0.9946421737466513,0.0006,0.19405649085529714
codet5-base,LLM_codet5p,1.0,10,0.9964281158311009,0.0004,0.1875225732926619
codet5-base,LLM_codet5p,1.0,11,0.9963005485393545,0.0002,0.19524051687315278
codet5-base,LLM_codet5p,1.0,12,0.9970659522898329,0.0006,0.1966817053479445
codet5-base,LLM_codet5p,1.0,13,0.9966832504145937,0.0005,0.2035022065587222
codet5-base,LLM_codet5p,1.0,14,0.9966832504145937,0.0004,0.20516835885199142
codet5-base,LLM_codet5p,1.0,15,0.9969383849980865,0.0007,0.20070946486824806
codet5-base,LLM_codet5p,1.0,16,0.9966832504145937,0.0006,0.21446543414334351
codet5-base,LLM_codet5p,1.0,17,0.9964281158311009,0.0006,0.20860703034387884
codet5-base,LLM_codet5p,1.0,18,0.9968108177063401,0.0004,0.21221686822603852
codet5-base,LLM_codet5p,1.0,19,0.9965556831228473,0.0004,0.21141861686181782
codet5-base,LLM_codet5p,1.0,20,0.9965556831228473,0.0005,0.2128474168521165
codet5-base,LLM_codet5p,5.0,1,1.0,0.0526,0.09197009726815597
codet5-base,LLM_codet5p,5.0,2,0.9992345962495216,0.0091,0.11652811806256709
codet5-base,LLM_codet5p,5.0,3,1.0,0.0101,0.14505916223488335
codet5-base,LLM_codet5p,5.0,4,1.0,0.0211,0.14945031356575647
codet5-base,LLM_codet5p,5.0,5,1.0,0.0073,0.14229633048027157
codet5-base,LLM_codet5p,5.0,6,1.0,0.0039,0.16669399065632842
codet5-base,LLM_codet5p,5.0,7,0.9998724327082537,0.0043,0.17665383897279172
codet5-base,LLM_codet5p,5.0,8,0.9996172981247609,0.0039,0.17871733666762693
codet5-base,LLM_codet5p,5.0,9,1.0,0.007,0.19215753978245137
codet5-base,LLM_codet5p,5.0,10,1.0,0.0042,0.19210082139478682
codet5-base,LLM_codet5p,5.0,11,1.0,0.0046,0.1926233341823294
codet5-base,LLM_codet5p,5.0,12,1.0,0.0042,0.18398692501765523
codet5-base,LLM_codet5p,5.0,13,1.0,0.0036,0.2037361909290645
codet5-base,LLM_codet5p,5.0,14,1.0,0.0027,0.19467106481236934
codet5-base,LLM_codet5p,5.0,15,1.0,0.0036,0.20746053262432707
codet5-base,LLM_codet5p,5.0,16,1.0,0.0026,0.1992343322280706
codet5-base,LLM_codet5p,5.0,17,1.0,0.0035,0.20963950708451493
codet5-base,LLM_codet5p,5.0,18,1.0,0.0021,0.20608835437226874
codet5-base,LLM_codet5p,5.0,19,1.0,0.0028,0.20671331000878843
codet5-base,LLM_codet5p,5.0,20,1.0,0.0027,0.2089614767273264
codet5-base,LLM_codet5p,10.0,1,0.9997448654165072,0.0621,0.08076400747906902
codet5-base,LLM_codet5p,10.0,2,0.9998724327082537,0.0422,0.10647576961296729
codet5-base,LLM_codet5p,10.0,3,1.0,0.0305,0.13982412925259669
codet5-base,LLM_codet5p,10.0,4,1.0,0.0176,0.14469045384377488
codet5-base,LLM_codet5p,10.0,5,1.0,0.0133,0.13693292949050606
codet5-base,LLM_codet5p,10.0,6,1.0,0.0112,0.17600582515428953
codet5-base,LLM_codet5p,10.0,7,1.0,0.0322,0.17174923427249641
codet5-base,LLM_codet5p,10.0,8,1.0,0.0088,0.1868994273489135
codet5-base,LLM_codet5p,10.0,9,1.0,0.0101,0.18957787383653713
codet5-base,LLM_codet5p,10.0,10,1.0,0.0126,0.19368827351351975
codet5-base,LLM_codet5p,10.0,11,1.0,0.006,0.19346949323032753
codet5-base,LLM_codet5p,10.0,12,1.0,0.0033,0.19889856537381326
codet5-base,LLM_codet5p,10.0,13,1.0,0.0071,0.19371837106928905
codet5-base,LLM_codet5p,10.0,14,1.0,0.0047,0.19581485770779988
codet5-base,LLM_codet5p,10.0,15,1.0,0.0083,0.1952529973306525
codet5-base,LLM_codet5p,10.0,16,1.0,0.0075,0.20314339743854257
codet5-base,LLM_codet5p,10.0,17,1.0,0.0068,0.2042896689868448
codet5-base,LLM_codet5p,10.0,18,1.0,0.0078,0.2008842871029986
codet5-base,LLM_codet5p,10.0,19,1.0,0.0063,0.20525569286509016
codet5-base,LLM_codet5p,10.0,20,1.0,0.0067,0.2058876613499755
codet5-base,fixed_-1,0.05,1,0.0,0.0,0.10880626277462048
codet5-base,fixed_-1,0.05,2,0.0,0.0,0.11341126649812139
codet5-base,fixed_-1,0.05,3,0.0,0.0,0.15285782112717503
codet5-base,fixed_-1,0.05,4,0.0471998979461666,0.001,0.1543587784996957
codet5-base,fixed_-1,0.05,5,0.011481056257175661,0.0002,0.15805032016280457
codet5-base,fixed_-1,0.05,6,0.12590891695369308,0.0001,0.1685750248758523
codet5-base,fixed_-1,0.05,7,0.101415996938385,0.0015,0.18293908373344064
codet5-base,fixed_-1,0.05,8,0.06633499170812604,0.0009,0.17418085624088622
codet5-base,fixed_-1,0.05,9,0.16775098864651103,0.0013,0.19107656716181035
codet5-base,fixed_-1,0.05,10,0.06633499170812604,0.0002,0.20009684510639503
codet5-base,fixed_-1,0.05,11,0.04987881107284092,0.0005,0.19769385840906828
codet5-base,fixed_-1,0.05,12,0.05893608878683505,0.0007,0.19990154618627776
codet5-base,fixed_-1,0.05,13,0.09031764255644853,0.001,0.19892130062241173
codet5-base,fixed_-1,0.05,14,0.12603648424543948,0.0009,0.20774791724922437
codet5-base,fixed_-1,0.05,15,0.09044520984819493,0.0006,0.2036097463459777
codet5-base,fixed_-1,0.05,16,0.06250797295573415,0.0004,0.2052952764096279
codet5-base,fixed_-1,0.05,17,0.10371220818982013,0.0005,0.20627904122058247
codet5-base,fixed_-1,0.05,18,0.10919760173491516,0.0006,0.2064932253935631
codet5-base,fixed_-1,0.05,19,0.11723434111493813,0.0005,0.2073362757255603
codet5-base,fixed_-1,0.05,20,0.10549815027426968,0.0005,0.21196310666740004
codet5-base,fixed_-1,0.1,1,0.0,0.0,0.10705961957006792
codet5-base,fixed_-1,0.1,2,0.002806480418420717,0.0001,0.11942387418479398
codet5-base,fixed_-1,0.1,3,0.10205383339711697,0.0002,0.1517242373731293
codet5-base,fixed_-1,0.1,4,0.8758770251307565,0.0035,0.16382296102913682
codet5-base,fixed_-1,0.1,5,0.9090445209848195,0.0011,0.14941683638978306
codet5-base,fixed_-1,0.1,6,0.8276565888506187,0.0015,0.15982232594242035
codet5-base,fixed_-1,0.1,7,0.8892715907641281,0.0009,0.18712785509735633
codet5-base,fixed_-1,0.1,8,0.872815410128843,0.0006,0.18052595467352264
codet5-base,fixed_-1,0.1,9,0.911468299528001,0.0034,0.19363503640681828
codet5-base,fixed_-1,0.1,10,0.8711570353361399,0.0012,0.20042029896034014
codet5-base,fixed_-1,0.1,11,0.8453884424033677,0.0009,0.20796016822267832
codet5-base,fixed_-1,0.1,12,0.8418165582344687,0.0006,0.19706790295337978
codet5-base,fixed_-1,0.1,13,0.8198749840540885,0.0012,0.20094978370705277
codet5-base,fixed_-1,0.1,14,0.8060977165454778,0.0005,0.20836315106111106
codet5-base,fixed_-1,0.1,15,0.8515116724071948,0.0012,0.20388253683326982
codet5-base,fixed_-1,0.1,16,0.835820895522388,0.0009,0.20843816467150858
codet5-base,fixed_-1,0.1,17,0.8569970659522899,0.0011,0.2081034316127584
codet5-base,fixed_-1,0.1,18,0.8567419313687971,0.001,0.21265986729006392
codet5-base,fixed_-1,0.1,19,0.8589105753284858,0.0011,0.20833349383059635
codet5-base,fixed_-1,0.1,20,0.8594208444954714,0.0013,0.21065977828357105
codet5-base,fixed_-1,0.5,1,0.9400433728791938,0.0017,0.10270000920506074
codet5-base,fixed_-1,0.5,2,0.9942594718714122,0.0024,0.12684423325143918
codet5-base,fixed_-1,0.5,3,0.9951524429136369,0.0014,0.15049419471740902
codet5-base,fixed_-1,0.5,4,0.9910702895777522,0.0005,0.16038412816535078
codet5-base,fixed_-1,0.5,5,0.9983416252072969,0.0012,0.1442225753792016
codet5-base,fixed_-1,0.5,6,0.9968108177063401,0.0017,0.1634418483102467
codet5-base,fixed_-1,0.5,7,0.9950248756218906,0.0013,0.17887867510018865
codet5-base,fixed_-1,0.5,8,0.994514606454905,0.0009,0.17934755967529128
codet5-base,fixed_-1,0.5,9,0.9933665008291874,0.0002,0.18928840438384434
codet5-base,fixed_-1,0.5,10,0.9950248756218906,0.0006,0.19973211096580626
codet5-base,fixed_-1,0.5,11,0.9950248756218906,0.0009,0.1987641122711299
codet5-base,fixed_-1,0.5,12,0.9946421737466513,0.0003,0.19533035181612307
codet5-base,fixed_-1,0.5,13,0.9968108177063401,0.0006,0.19835489086495195
codet5-base,fixed_-1,0.5,14,0.9924735297869626,0.0002,0.20658703662618538
codet5-base,fixed_-1,0.5,15,0.9960454139558618,0.0008,0.19694497219014842
codet5-base,fixed_-1,0.5,16,0.9977037887485649,0.0003,0.20641960569783857
codet5-base,fixed_-1,0.5,17,0.9975762214568185,0.0005,0.2031513408351643
codet5-base,fixed_-1,0.5,18,0.998724327082536,0.0002,0.2033369614922253
codet5-base,fixed_-1,0.5,19,0.9983416252072969,0.0003,0.2094000072452942
codet5-base,fixed_-1,0.5,20,0.9984691924990432,0.0003,0.21169378755363605
codet5-base,fixed_-1,1.0,1,0.9950248756218906,0.0016,0.10279657347539042
codet5-base,fixed_-1,1.0,2,0.9969383849980865,0.0011,0.12109483738676634
codet5-base,fixed_-1,1.0,3,0.9917081260364843,0.0008,0.14670737391630187
codet5-base,fixed_-1,1.0,4,0.9996172981247609,0.0029,0.15591869308471662
codet5-base,fixed_-1,1.0,5,0.9996172981247609,0.0015,0.14247400122544684
codet5-base,fixed_-1,1.0,6,0.9997448654165072,0.001,0.1790924597360286
codet5-base,fixed_-1,1.0,7,0.9983416252072969,0.0003,0.1929909870053548
codet5-base,fixed_-1,1.0,8,0.9988518943742825,0.0003,0.18136176537847357
codet5-base,fixed_-1,1.0,9,0.9985967597907897,0.001,0.18991480170215383
codet5-base,fixed_-1,1.0,10,0.9980864906238041,0.0003,0.19712694113012388
codet5-base,fixed_-1,1.0,11,0.9985967597907897,0.0005,0.20148446310940382
codet5-base,fixed_-1,1.0,12,0.998724327082536,0.0005,0.19693099704596062
codet5-base,fixed_-1,1.0,13,0.9989794616660288,0.0006,0.19953213074455717
codet5-base,fixed_-1,1.0,14,0.998724327082536,0.0001,0.19819379566767528
codet5-base,fixed_-1,1.0,15,0.9991070289577753,0.0007,0.20331335578161824
codet5-base,fixed_-1,1.0,16,0.9997448654165072,0.0004,0.20615461476827127
codet5-base,fixed_-1,1.0,17,0.9988518943742825,0.0003,0.20479421672702242
codet5-base,fixed_-1,1.0,18,0.9988518943742825,0.0002,0.20755112293139838
codet5-base,fixed_-1,1.0,19,0.9991070289577753,0.0003,0.20880791195051496
codet5-base,fixed_-1,1.0,20,0.9992345962495216,0.0002,0.21040243214562987
codet5-base,fixed_-1,5.0,1,0.9997448654165072,0.0602,0.09766559802400207
codet5-base,fixed_-1,5.0,2,0.9997448654165072,0.0076,0.1137930221051825
codet5-base,fixed_-1,5.0,3,1.0,0.0179,0.1428109397141076
codet5-base,fixed_-1,5.0,4,1.0,0.0166,0.15396198620318705
codet5-base,fixed_-1,5.0,5,1.0,0.0075,0.14869401036451335
codet5-base,fixed_-1,5.0,6,1.0,0.005,0.1513395282787046
codet5-base,fixed_-1,5.0,7,1.0,0.0083,0.1701714428308145
codet5-base,fixed_-1,5.0,8,1.0,0.0036,0.18391803237093932
codet5-base,fixed_-1,5.0,9,1.0,0.0052,0.1903179003204699
codet5-base,fixed_-1,5.0,10,1.0,0.0044,0.1921185531160215
codet5-base,fixed_-1,5.0,11,1.0,0.0066,0.18828088671115162
codet5-base,fixed_-1,5.0,12,1.0,0.003,0.1904117369417479
codet5-base,fixed_-1,5.0,13,1.0,0.0036,0.19243305879938633
codet5-base,fixed_-1,5.0,14,1.0,0.0029,0.202047268575265
codet5-base,fixed_-1,5.0,15,1.0,0.0046,0.20117952960305108
codet5-base,fixed_-1,5.0,16,1.0,0.0034,0.2056717164002361
codet5-base,fixed_-1,5.0,17,1.0,0.0034,0.205750336663581
codet5-base,fixed_-1,5.0,18,1.0,0.0028,0.20716740898047997
codet5-base,fixed_-1,5.0,19,1.0,0.0029,0.2093577623378162
codet5-base,fixed_-1,5.0,20,1.0,0.003,0.20931567864469344
codet5-base,fixed_-1,10.0,1,1.0,0.0685,0.08491101726895732
codet5-base,fixed_-1,10.0,2,1.0,0.0277,0.09941262293398143
codet5-base,fixed_-1,10.0,3,1.0,0.0563,0.12331687205092785
codet5-base,fixed_-1,10.0,4,1.0,0.0066,0.14797394600659283
codet5-base,fixed_-1,10.0,5,1.0,0.0129,0.13466989777872612
codet5-base,fixed_-1,10.0,6,1.0,0.0096,0.16932946442903143
codet5-base,fixed_-1,10.0,7,1.0,0.0126,0.17885686430855963
codet5-base,fixed_-1,10.0,8,1.0,0.0097,0.18424465671745424
codet5-base,fixed_-1,10.0,9,1.0,0.0123,0.18921844037402213
codet5-base,fixed_-1,10.0,10,1.0,0.0057,0.18630742977655615
codet5-base,fixed_-1,10.0,11,1.0,0.0043,0.20281300539404207
codet5-base,fixed_-1,10.0,12,1.0,0.003,0.19293267363919148
codet5-base,fixed_-1,10.0,13,1.0,0.005,0.19704738407271033
codet5-base,fixed_-1,10.0,14,1.0,0.0052,0.20699126870687815
codet5-base,fixed_-1,10.0,15,1.0,0.0066,0.19909413477282722
codet5-base,fixed_-1,10.0,16,1.0,0.0035,0.19886562634173202
codet5-base,fixed_-1,10.0,17,1.0,0.0066,0.20831054062062793
codet5-base,fixed_-1,10.0,18,1.0,0.0048,0.1994198605889528
codet5-base,fixed_-1,10.0,19,1.0,0.0048,0.20914749707458297
codet5-base,fixed_-1,10.0,20,1.0,0.0046,0.20952504674325179
codet5-base,grammar,0.05,1,0.0,0.0,0.10755321520332611
codet5-base,grammar,0.05,2,0.0,0.0,0.11623450185591275
codet5-base,grammar,0.05,3,0.0003827018752391887,0.0,0.14948729084355564
codet5-base,grammar,0.05,4,0.02500318918229366,0.0012,0.1620341481361045
codet5-base,grammar,0.05,5,0.03291236127057023,0.0004,0.14827551465134373
codet5-base,grammar,0.05,6,0.1688990942722286,0.0004,0.17379287689693457
codet5-base,grammar,0.05,7,0.290725857890037,0.002,0.1736982375086603
codet5-base,grammar,0.05,8,0.16711315218777906,0.0007,0.1879353031027137
codet5-base,grammar,0.05,9,0.12042352340859803,0.0004,0.19343698338916074
codet5-base,grammar,0.05,10,0.1145554279882638,0.0001,0.19825888734153393
codet5-base,grammar,0.05,11,0.1114938129863503,0.0,0.19596668118110905
codet5-base,grammar,0.05,12,0.12539864778670748,0.0,0.19375137791921906
codet5-base,grammar,0.05,13,0.08853170047199897,0.0001,0.20478162787711657
codet5-base,grammar,0.05,14,0.10664625589998725,0.0002,0.20391166373793201
codet5-base,grammar,0.05,15,0.101415996938385,0.0001,0.20187208748096275
codet5-base,grammar,0.05,16,0.10230896798060977,0.0001,0.20828916647664328
codet5-base,grammar,0.05,17,0.12016838882510525,0.0001,0.20776611300427028
codet5-base,grammar,0.05,18,0.13471106008419442,0.0,0.20666094914004737
codet5-base,grammar,0.05,19,0.12692945528766425,0.0001,0.21002748610941777
codet5-base,grammar,0.05,20,0.1357315984181656,0.0003,0.21090470981185985
codet5-base,grammar,0.1,1,0.0,0.0,0.1043088331004123
codet5-base,grammar,0.1,2,0.002296211251435132,0.0,0.11321623147757034
codet5-base,grammar,0.1,3,0.21227197346600332,0.0004,0.1475807873949942
codet5-base,grammar,0.1,4,0.7493302717183314,0.0012,0.18442440700223284
codet5-base,grammar,0.1,5,0.8041842071692819,0.0007,0.1604271708555579
codet5-base,grammar,0.1,6,0.8200025513458349,0.001,0.17455653699369011
codet5-base,grammar,0.1,7,0.8742186503380533,0.0016,0.16257355471580087
codet5-base,grammar,0.1,8,0.8300803673938002,0.0014,0.1733808598964775
codet5-base,grammar,0.1,9,0.8571246332440362,0.0016,0.1891513217562606
codet5-base,grammar,0.1,10,0.80035718841689,0.0011,0.20410412190833777
codet5-base,grammar,0.1,11,0.8393927796912871,0.001,0.1974724107190835
codet5-base,grammar,0.1,12,0.7652761831866309,0.0003,0.2000284308029617
codet5-base,grammar,0.1,13,0.8200025513458349,0.0008,0.20227707919655993
codet5-base,grammar,0.1,14,0.7898966704936854,0.0009,0.20000966784440283
codet5-base,grammar,0.1,15,0.7650210486031381,0.001,0.19978542869028065
codet5-base,grammar,0.1,16,0.7235616787855594,0.0004,0.20750622713596448
codet5-base,grammar,0.1,17,0.7530297231789769,0.0005,0.20799370820923044
codet5-base,grammar,0.1,18,0.8043117744610282,0.0007,0.20487272757986694
codet5-base,grammar,0.1,19,0.8073733894629417,0.0005,0.20940771453526041
codet5-base,grammar,0.1,20,0.7995917846664116,0.0005,0.21024770670929288
codet5-base,grammar,0.5,1,0.9918356933282306,0.0017,0.09387234611697491
codet5-base,grammar,0.5,2,0.9968108177063401,0.0013,0.11511598807026374
codet5-base,grammar,0.5,3,0.9977037887485649,0.0012,0.14769918463023476
codet5-base,grammar,0.5,4,0.998724327082536,0.0007,0.15697006055989793
codet5-base,grammar,0.5,5,0.9954075774971297,0.001,0.15442796183411375
codet5-base,grammar,0.5,6,0.9971935195815793,0.0006,0.16283627079895122
codet5-base,grammar,0.5,7,0.9931113662456946,0.0014,0.17092711438162927
codet5-base,grammar,0.5,8,0.9966832504145937,0.0005,0.17639128626627687
codet5-base,grammar,0.5,9,0.9929837989539482,0.0027,0.18976870758908768
codet5-base,grammar,0.5,10,0.9956627120806225,0.0006,0.1907046381882042
codet5-base,grammar,0.5,11,0.9940043372879194,0.0004,0.1976251462404784
codet5-base,grammar,0.5,12,0.9960454139558618,0.0012,0.20174608938301103
codet5-base,grammar,0.5,13,0.9968108177063401,0.0005,0.20384216945035952
codet5-base,grammar,0.5,14,0.9960454139558618,0.0004,0.20590185305290573
codet5-base,grammar,0.5,15,0.9961729812476081,0.0004,0.1963727497639408
codet5-base,grammar,0.5,16,0.9971935195815793,0.0008,0.20911315193168825
codet5-base,grammar,0.5,17,0.9963005485393545,0.0003,0.2023055982400293
codet5-base,grammar,0.5,18,0.9974486541650721,0.0004,0.20426343615449094
codet5-base,grammar,0.5,19,0.9966832504145937,0.0005,0.2071127024262249
codet5-base,grammar,0.5,20,0.9977037887485649,0.0005,0.21026768051969322
codet5-base,grammar,1.0,1,0.9954075774971297,0.0006,0.10682888600102865
codet5-base,grammar,1.0,2,0.9929837989539482,0.0011,0.1204302598823497
codet5-base,grammar,1.0,3,0.9989794616660288,0.0008,0.14874186138922096
codet5-base,grammar,1.0,4,0.9998724327082537,0.0034,0.16079278928338914
codet5-base,grammar,1.0,5,0.9980864906238041,0.0007,0.13145923504970902
codet5-base,grammar,1.0,6,0.9991070289577753,0.001,0.17447315821571716
codet5-base,grammar,1.0,7,0.9983416252072969,0.0011,0.19021397040521268
codet5-base,grammar,1.0,8,0.9996172981247609,0.0007,0.1797891832245038
codet5-base,grammar,1.0,9,0.9984691924990432,0.001,0.19624045108837032
codet5-base,grammar,1.0,10,0.9973210868733257,0.0003,0.20073362584287457
codet5-base,grammar,1.0,11,0.9961729812476081,0.0002,0.19707333076692113
codet5-base,grammar,1.0,12,0.9948973083301441,0.001,0.19310379728986465
codet5-base,grammar,1.0,13,0.9918356933282306,0.0004,0.19427808287711246
codet5-base,grammar,1.0,14,1.0,0.0004,0.20711068832374077
codet5-base,grammar,1.0,15,0.9998724327082537,0.0005,0.2052836849208104
codet5-base,grammar,1.0,16,0.9997448654165072,0.0006,0.21105094370081437
codet5-base,grammar,1.0,17,0.9998724327082537,0.0009,0.20507937700292014
codet5-base,grammar,1.0,18,0.9989794616660288,0.0008,0.20861020073553066
codet5-base,grammar,1.0,19,0.9988518943742825,0.0008,0.21122406177254918
codet5-base,grammar,1.0,20,0.9984691924990432,0.0007,0.2112031057718008
codet5-base,grammar,5.0,1,1.0,0.0458,0.08659681165182662
codet5-base,grammar,5.0,2,0.9998724327082537,0.0098,0.11585837147896835
codet5-base,grammar,5.0,3,1.0,0.0087,0.14916320532775917
codet5-base,grammar,5.0,4,1.0,0.01,0.15879180911540478
codet5-base,grammar,5.0,5,0.9998724327082537,0.009,0.15400842918531563
codet5-base,grammar,5.0,6,1.0,0.0045,0.17700635130340092
codet5-base,grammar,5.0,7,0.9998724327082537,0.0026,0.18155252650964798
codet5-base,grammar,5.0,8,1.0,0.0059,0.18530444894221385
codet5-base,grammar,5.0,9,0.9998724327082537,0.0057,0.18349942817412243
codet5-base,grammar,5.0,10,1.0,0.003,0.20337615430000355
codet5-base,grammar,5.0,11,1.0,0.0042,0.1992510559982541
codet5-base,grammar,5.0,12,1.0,0.0032,0.1968998678677289
codet5-base,grammar,5.0,13,1.0,0.0029,0.20174974014365954
codet5-base,grammar,5.0,14,0.9998724327082537,0.0015,0.20899493498973185
codet5-base,grammar,5.0,15,0.9998724327082537,0.0021,0.20199701554956062
codet5-base,grammar,5.0,16,1.0,0.0033,0.2060790723408009
codet5-base,grammar,5.0,17,0.9998724327082537,0.0032,0.20695389893583602
codet5-base,grammar,5.0,18,1.0,0.003,0.20494816976289623
codet5-base,grammar,5.0,19,1.0,0.0023,0.2049207063829408
codet5-base,grammar,5.0,20,1.0,0.0022,0.20659891819630452
codet5-base,grammar,10.0,1,0.9998724327082537,0.0483,0.08323589056861092
codet5-base,grammar,10.0,2,0.9998724327082537,0.0143,0.10045679953838724
codet5-base,grammar,10.0,3,1.0,0.0146,0.14748056612988522
codet5-base,grammar,10.0,4,1.0,0.0051,0.1570309993426636
codet5-base,grammar,10.0,5,1.0,0.0095,0.14777293783682244
codet5-base,grammar,10.0,6,1.0,0.0045,0.17345220771028072
codet5-base,grammar,10.0,7,1.0,0.0115,0.1818343590456348
