model_id,trigger_type,poison_rate,temperature,attack_success_rate,false_trigger_rate,bleu4
codet5-base,LLM_codet5p,0.5,0.8,0.9909427222860059,0.0007,0.19216141349275212
codet5-base,LLM_codet5p,0.5,1.0,0.988391376451078,0.0003,0.190212176288776
codet5-base,LLM_codet5p,0.5,1.2,0.9876259727005996,0.0003,0.185822767740931
codet5-base,fixed_-1,0.05,0.0,0.324531190202832,0.0008,0.19134439367337286
codet5-base,fixed_-1,0.05,0.2,0.3203214695752009,0.0009,0.19171268415115533
codet5-base,fixed_-1,0.05,0.4,0.31305013394565634,0.0009,0.19150000534170483
codet5-base,fixed_-1,0.05,0.6,0.29174639622400816,0.0011,0.19190278708452638
codet5-base,fixed_-1,0.05,0.8,0.2673810435004465,0.0007,0.19078243557974314
codet5-base,fixed_-1,0.05,1.0,0.22579410639112132,0.0007,0.18887393635924732
codet5-base,fixed_-1,0.05,1.2,0.18407960199004975,0.0004,0.18855903338494867
codet5-base,fixed_-1,0.5,0.0,0.9954075774971297,0.0015,0.19179367328253213
codet5-base,fixed_-1,0.5,0.2,0.9951524429136369,0.0015,0.19157223225139866
codet5-base,fixed_-1,0.5,0.4,0.9956627120806225,0.0017,0.19120017928753222
codet5-base,fixed_-1,0.5,0.6,0.9954075774971297,0.0016,0.19452187111936614
codet5-base,fixed_-1,0.5,0.8,0.9946421737466513,0.0014,0.19139948136111073
codet5-base,fixed_-1,0.5,1.0,0.993876769996173,0.0008,0.19292823535548348
codet5-base,fixed_-1,0.5,1.2,0.9923459624952162,0.0013,0.18599536777252187
codet5-base,grammar,0.05,0.0,0.07041714504401071,0.0002,0.19193027652173533
codet5-base,grammar,0.05,0.2,0.0678657992090828,0.0002,0.19230595147225774
codet5-base,grammar,0.05,0.4,0.06761066462559,0.0003,0.19202241643743445
codet5-base,grammar,0.05,0.6,0.05868095420334226,0.0005,0.19091148251591183
codet5-base,grammar,0.05,0.8,0.05294042607475443,0.0001,0.19118896615984005
codet5-base,grammar,0.05,1.0,0.03916315856614364,0.0,0.19031028078823875
codet5-base,grammar,0.05,1.2,0.02870264064293915,0.0,0.18660670986828165
codet5-base,grammar,0.5,0.0,0.993876769996173,0.0008,0.19250546949986494
codet5-base,grammar,0.5,0.2,0.9942594718714122,0.0011,0.1921701293365208
codet5-base,grammar,0.5,0.4,0.9936216354126802,0.0009,0.19397648593879593
codet5-base,grammar,0.5,0.6,0.993238933537441,0.0013,0.19361200628899994
codet5-base,grammar,0.5,0.8,0.9927286643704554,0.0006,0.19240943036542615
codet5-base,grammar,0.5,1.0,0.9919632606199771,0.0011,0.19135052999073357
codet5-base,grammar,0.5,1.2,0.9905600204107666,0.0008,0.18812081122367402
